Keyword_Name,KID
Socio Technical System,2441
['Key words: Case study research – Cognitive schemas – Formal and informal information – Information requirements analysis – Information systems development – Management of knowledge – Structured approaches'],2442
Architecture reconfiguration,2443
case study track,2444
"['Requirements engineering', 'Goal modeling', 'Preference specification']",2445
"['Object-oriented modelling', 'System analysis', 'Business analysis', 'UML', 'Ontology']",2446
"['Formal methods', 'Requirements specifications', 'Validation', 'Animation', 'Event-B']",2447
"['Invisibility', 'Non-functional requirement', 'Catalog']",2448
formula model,2449
information types,2450
Secure Tropos,2451
"['Requirements elicitation', 'Assembly language', 'Reverse engineering', 'Social psychology', 'Nominal group technique', 'Case study', 'Software visualization', 'Software analysis']",2452
survivability assurance,2453
Bayesian Surprise,2454
Model Based Systems Engineering (MBSE),2455
Users,2456
data purpose,2457
requirements blogging,2458
Traceability maintenance,2459
Problem Domain Ontology,2460
Collaborative Case study,2461
Traceability Information Model,2462
evaluation,2463
Organisational culture,2464
Analysing Sustainability,2465
Requirements Engineering Perspective,2466
card sorting,2467
Requirements Abstraction,2468
design fiction,2469
mobile tools,2470
"['Security requirements', 'Trade-off analysis', 'Goals']",2471
Problem frames,2472
Software engineering tools,2473
tech transfer,2474
i* model checking,2475
Banking,2476
web services,2477
"['Uncertainty', 'i* models', 'Partial models', 'Automation']",2478
User Interface,2479
model checking,2480
Enterprise Systems,2481
reuse,2482
"Requirements traceability, automated require ments tracing, polysemy analysis, term coreference",2483
business analyst,2484
Assurance cases,2485
Software Requirements,2486
Contact-Tracing Apps,2487
requirements change,2488
dependability,2489
FCoE,2490
free-form sketching,2491
e-voting,2492
Requirements negotiation,2493
one-class svm,2494
exploring,2495
complexity computing,2496
variability,2497
Systematic Literature Review,2498
product families,2499
Roadmapping,2500
search user interface,2501
security requirements engineering,2502
social aspects,2503
Model-driven validation,2504
Software Release planning,2505
specification language,2506
Attack Surface,2507
"['Legal compliance', 'Natural language processing (NLP)', 'Cross references', 'Conceptual modeling']",2508
Recommendation Systems,2509
open source requirements,2510
aspect-oriented requirements engineering,2511
BIM,2512
Complexity,2513
Abstractions,2514
physics of notations,2515
['Key words: Elicitation – Epistemology – Linguistic – Prototyping – Representation – Requirements'],2516
systems projects,2517
['Key words:'],2518
water management,2519
Data Processing Agreement (DPA),2520
Software Product Line,2521
Event-B,2522
"['Conceptual modelling', 'Digital motivation', 'Human factors in computing', 'Gamification', 'Requirements engineering']",2523
"['Requirements engineering', 'Requirements management', 'Software ecosystem', 'Systematic mapping study']",2524
socio-technical systems,2525
Privacy Engineering,2526
"['Requirements specifications', 'Machine learning', 'Machine-learned components', 'Safety-critical systems']",2527
Confidentiality requirements,2528
variability management,2529
Quick Response (QR) Code,2530
Modeling,2531
Quality analysis,2532
"['Requirements engineering', 'Automated RE', 'Automation', 'Support', 'Systematic literature review']",2533
"['Crew Member', 'Problem Context', 'Requirement Elicitation', 'Information System Development', 'Method Engineer']",2534
Risk assessment,2535
['Key words: CSCW,2536
Product Line,2537
data-science,2538
Datasets Quality,2539
higher education,2540
TARA,2541
Grand Challenge of Traceability (GCT),2542
app store analysis,2543
"['Safety requirements', 'Hazards', 'Hazard-mitigating requirements', 'Safety assessment', 'Validation', 'Reviews', 'Inspections', 'Mitigation', 'Adequacy', 'Modeling', 'Safety-critical embedded systems', 'Model-based engineering', 'Hazard Relation Diagrams']",2544
"['Self-adaptive software', 'Socio-technical systems', 'Goal models', 'Requirements engineering']",2545
Strategic Planning,2546
requirements validation,2547
terminology extraction,2548
Twitter,2549
safety standards,2550
requirement configuration structure,2551
hedging,2552
requirement analysis,2553
"['QUPER', 'Quality requirements', 'Release planning', 'Empirical']",2554
body of knowledge,2555
mobile applications,2556
"['Perception gap', 'User participation', 'Requirements uncertainty', 'Top management support', 'Requirements engineering']",2557
Legal Markup,2558
social network,2559
Trade-off,2560
Importance of ignorance,2561
Responsible AI,2562
context meta-modeling,2563
Traceability,2564
"['Hypermedia applications', '\nSystem complexity\n', '\nTask complexity\n', 'Technology acceptance model', '\nUser-IS relationship\n', 'User participation']",2565
risk modelling,2566
Empirical software engineering,2567
"['Relationship analysis', 'Requirements analysis', 'Requirements engineering', 'Entity-relationship', 'Taxonomy', 'Brainstorming', 'Communications', 'Software engineering', 'Systems analysis and design']",2568
Internet of Things,2569
invisibility,2570
Semantic Relation,2571
ACH,2572
model federation,2573
"['Service Composition', 'End-user Service Composition', 'Scenarios', 'SCRAM']",2574
barriers,2575
"['Requirements engineering', 'Domain analysis', 'Software analogy', 'Software reuse']",2576
Data Analysis,2577
Functional Requirements,2578
crosscutting concerns,2579
Formal methods,2580
entity extraction,2581
"['Frame semantics', 'Hohfeld rights', 'Norms', 'Laws', 'Compliance']",2582
basic protocols,2583
"['Complex situation', 'Requirements elicitation', 'System complexity', 'Systems theory', 'Systems thinking']",2584
"['Domain uncertainty', 'Online systems', 'Requirements', 'Volatility', 'Web systems']",2585
product line engineering,2586
digitalization,2587
"['Domain Engineering', 'Product line engineering', 'Product line modelling', 'Requirements reuse', 'Requirements structuring']",2588
feature model evolution,2589
evaluation algorithm,2590
goal models,2591
goal oriented requirement engineering,2592
"['Dispatch', 'Software Prototype', 'Scenario Event', 'Scenario Workshop', 'Requirement Discovery']",2593
scope creep,2594
Tester Participation,2595
spring,2596
psychology,2597
Software Transparency,2598
value-based software engineering,2599
"['Contingency requirements', 'Obstacle analysis', 'Safety-critical software', 'Requirements evolution', 'Autonomy', 'Anomaly handling']",2600
domain knowledge,2601
Android applications,2602
socio technical barriers,2603
eScience,2604
textual modeling,2605
Survey,2606
requirements taxonomy,2607
logic,2608
Trace Links,2609
verification of requirements,2610
Requirements Engineering Education,2611
"['Model-based testing', 'Performance requirements modeling', 'Performance aspects', 'Natural language requirements']",2612
Brama,2613
luggage handling,2614
Rationale,2615
Web tool,2616
"empathy-driven development, collective sensemaking, design science, requirements validation, team learning, knowledge management, complex adaptive systems, tacit knowledge.",2617
Risk analysis,2618
User,2619
data quality,2620
"['Feature recommendation', 'Requirements elicitation', 'Mobile apps', 'Genetic algorithm', 'Text similarity']",2621
Customer relationship management,2622
model based systems engineering,2623
usability engineering,2624
business goal scenario,2625
"['Explainability', 'Software transparency', 'Non-functional requirements', 'Software quality']",2626
attack scenario,2627
"['Requirements engineering', 'Culture', 'Cultural aspects', 'Cultural influences', 'Systematic literature review']",2628
"requirements analysis, traceability, tracing",2629
Reusable Aspect Models,2630
"['Symbiotic human–robot collaboration systems', 'Safety', 'Requirement analysis', 'Dependencies', 'SysML', 'Decision making', 'Pairwise comparison']",2631
"['Virtual organization', 'Requirements engineering', 'Collaboration modeling', 'Business process']",2632
Imbalanced Data,2633
requirements generation,2634
survivability,2635
framework,2636
change,2637
"['Privacy requirements elicitation', 'Agile teams', 'Techniques', 'Perception', 'LGPD']",2638
"['Hedonic quality', 'Pragmatic quality', 'Controlled experiment', 'User experience', 'Project involvement', 'Definitions of pragmatic and hedonic qualities', 'Quality model', 'Classifier training', 'User story template']",2639
Neural Networks,2640
education and training,2641
Goal models,2642
Repository Mining,2643
Online Questionnaire,2644
Scenario Template,2645
software defects,2646
Satisfaction Arguments,2647
statutory interpretation,2648
['Key words:Cost/benefit – Market value – Process improvement – Requirements engineering – Scenarios – Usability'],2649
visual exploration,2650
startup,2651
Ubiquitous Grand Challenge,2652
user study,2653
Synonym Detection,2654
REVV-Light,2655
animal-computer interaction,2656
natural language parsing,2657
automated requirements generation,2658
Model-based Traceability,2659
"['Requirements engineering', 'Requirements data model', 'Artifact model', 'Product service systems', 'PSS', 'Hybrid products', 'Requirements concretization']",2660
safety compliance,2661
Automated traceability,2662
non-functional requirements,2663
scalability,2664
Sustainability Awareness Framework,2665
emergent behavior,2666
software engiuerring,2667
['Key words:Information systems – Project management – Requirements determination'],2668
privacy requirements,2669
history,2670
automated reasoning tool,2671
ChatGPT,2672
"['Requirements quality', 'Quality properties', 'Quality indicators', 'Quality metrics', 'Quality measurement tool', 'Natural language processing']",2673
automatic visualization,2674
Gameplay balancing,2675
visual model,2676
hypernym,2677
empirical validation,2678
Change management,2679
Systems engineering and theory - Systems Modeling Language,2680
traceability process,2681
Configuring products,2682
technology transfer.,2683
Model-based Requirements Engineering,2684
"['Definition', 'Description', 'Designation', 'Model', 'Requirement', 'Specification']",2685
test management,2686
Ambiguity Cue,2687
Quality of Experience,2688
jUCMNav,2689
Cultural Influences,2690
Domain Models,2691
"['Requirements elicitation', 'Interviews', 'REET', 'Peer review', 'Role-playing', 'Self-assessment']",2692
The Fourth Industrial Revolution,2693
Integrated Services,2694
qualities,2695
problem progression,2696
technology selection,2697
Non-functional requirement,2698
relative validity,2699
"['Goal modeling', 'Argumentation', 'Clarification', 'Goal-oriented requirements engineering']",2700
"['Non-functional requirements', 'Quality requirements', 'Classification', 'Early aspects']",2701
Transportation,2702
Off-nominal behaviors,2703
feature compositions,2704
text clustering,2705
Privacy requirements,2706
"['Just-in-time requirement', 'Quality framework', 'Quality assessment', 'Feature request', 'Open source']",2707
"['Quality in use', 'External quality', 'Actual usability', 'Web applications', 'Quality improvement']",2708
"['Requirements validation', 'Bayesian belief networks', 'System reliability', 'Information visualisation']",2709
Conflicting requirements,2710
Hazard Situations,2711
Transfer Learning,2712
Requirements Technical Debt Quantification,2713
no-code,2714
Crime Records Management,2715
Homecare systems,2716
client server tool,2717
i*,2718
scenario-based specification,2719
"['Dependency Graph', 'Product Part', 'Application Engineer', 'Dependency Type', 'Method Block']",2720
cloud computing,2721
Elicitiation,2722
production rule modeling,2723
machine learning algorithms,2724
"['Features', 'Incremental adoption', 'Requirements', 'Reuse', 'Software product lines', 'Tool integration']",2725
AI-assisted RE,2726
safety-critical,2727
creative requirements,2728
Lean-Design Science Research,2729
"['Requirements elicitation', 'Global software development', 'Cognitive informatics']",2730
Cost-value based requirements selection,2731
"['Scenario generation', 'Scenario schema', 'Requirements elicitation', 'Requirements validation', 'Traceability']",2732
"['Customer experience requirements', 'Non-functional requirements', 'Goal-oriented analysis', 'Multi-channel service design', 'Service interaction design']",2733
software traceability,2734
Use case,2735
Greek mythology,2736
"['Agile', 'Large scale', 'Project management', 'Barriers', 'Benefits']",2737
"['Experimentation', 'Small and medium enterprises', 'State-of-the-practice']",2738
concern-oriented,2739
explainable AI,2740
Goal-Oriented Requirements Engineering,2741
dcp,2742
data mining,2743
customer value,2744
"Unmanned Systems, Autonomy, Environmental Safety",2745
scenario and model-based elicitation method,2746
cognitive effectiveness,2747
swarms,2748
context-awareness,2749
situation awareness requirements,2750
"['Empirical study of formal representations', 'Formal specification representation', 'Generic and simple solution approaches', 'Human factors for formal methods', 'Z']",2751
Stigmergy,2752
"['Conceptual modeling', 'Requirements engineering', 'Machine learning', 'Data analytics', 'Health care']",2753
Facilitation,2754
Business-Process-Driven Requirements Engineering,2755
objective,2756
exceptions,2757
Conceptual Schema Validation,2758
change impact,2759
feature specifications,2760
co-development,2761
Service Based Applications,2762
higher level inconsistency,2763
Named entity recognition,2764
sequence based enumeration,2765
"['Release planning', 'Value-based planning', 'When-to-release decisions', 'Time-dependent value', 'Genetic algorithms', 'Trade-off solutions', 'Requirements engineering decision support']",2766
Information retrieval,2767
"['Editing', 'Software Engineering', 'Requirement Engineering', 'Technical Committee', 'National Technical']",2768
Reusability,2769
Safety Functional Requirements,2770
"['Syntactic', 'Contracts', 'Conditions', 'Requirements engineering', 'Specification', 'Structuring', 'Authoring', 'Safety', 'FuSa', 'Architecture', 'IEC 61508', 'ISO 26262', 'Elements', 'Compositional', 'Tool Support']",2771
multi-sample dropout,2772
figuration,2773
topic modeling,2774
"['Security requirement elicitation', 'Common Criteria (CC)', 'UMLsec', 'Heuristics', 'Secure design']",2775
security requirements,2776
"['Requirements elicitation', 'Requirements specification', 'Non-functional requirements', 'Misuse Cases', 'Quality requirements']",2777
"['Assumption/commitment modelling', 'Justification', 'Proof revision', 'Temporal logic']",2778
human values,2779
metrology,2780
research agenda,2781
Requirements Management,2782
['Key words:Authorization – Dependency analysis – Security requirements'],2783
Software Requirements Relationships,2784
Professional Community,2785
Decision support tool,2786
Automated Vehicles,2787
social issues,2788
formal requirements,2789
Hedonic Quality,2790
User Study,2791
NPD,2792
Dynamic service provisioning,2793
socio-technical system,2794
"['Web-based systems design practices', 'Method-in-action', 'Grounded theory']",2795
outsourcing,2796
specifications,2797
Self-adaptation,2798
['Key words:Common criteria framework – Requirements engineering – Requirements reuse – Risk analysis and management methods – Security'],2799
simulation,2800
lightweight meta-modeling,2801
"['Knowledge-based system', 'Business process management', 'Business process improvement', 'Contextual knowledge', 'Agile business process']",2802
completeness validation,2803
Group Recommender Systems,2804
"Requirements Formalization, Formal Analysis of Requirements, Ontology, Automated Requirements Based Test Generation, Requirements Engineering, Formal Methods",2805
Quality Engineering,2806
['Key words:Pragmatic algorithm – Provotype – Release planning – Requirements coupling – Requirements interdependencies – Wicked problem'],2807
values,2808
video game development,2809
"['Data warehouse', 'Requirements elicitation', 'Pivot tables', 'Multidimensional modeling']",2810
"['Requirement Engineering', 'Requirement Engineer', 'Business Outcome', 'Practice Area', 'Business Analysis']",2811
problem frames,2812
Quality Requirements,2813
Requirement Templates,2814
privacy requirements engineering,2815
Requirements Templates,2816
assistive technology,2817
real-time requirements,2818
self_adaptation,2819
Facilitator,2820
speculative requirements,2821
vision paper,2822
qualitative analysis,2823
Privacy Policy,2824
RELAX,2825
"['User requirements', 'Scenario', 'Scenario acting', 'Role playing', 'Requirements elicitation']",2826
Agent-Oriented Requirements Engineering,2827
high quality requirements,2828
Multitasking,2829
Requirements specification,2830
Behaviour structure,2831
"['Goal-oriented models', 'Requirements', 'Conflict detection', 'Stakeholders', 'Goal-oriented Requirement Language (GRL)', 'Statistical analysis']",2832
stakeholder participation,2833
requirements metrics,2834
['Key words: Fit criteria – Involvement participation – Requirements – Stakeholders'],2835
"['Requirements testing', 'Safety-critical systems', 'Safety requirements']",2836
Knowledge carrying software,2837
Trade-offs,2838
video game,2839
Long-term Solution Planning,2840
Recommendation,2841
configuration,2842
prediction model,2843
"['Organisational modelling', 'Goal modelling', 'Model-driven architecture', 'Business strategy modelling', 'Organisational structure modelling']",2844
Human Factors,2845
"['Early failure prediction', 'Cost-benefit of requirements engineering', 'Feature requests management systems', 'Global software development', 'Open source']",2846
['Key words:Activity graphs – Class models – Requirements engineering – UML – Use cases – Validation – Verification'],2847
Risks Requirements engineering,2848
empirical research method,2849
meetings,2850
"['Information retrieval', 'Requirements traceability', 'Swarms', 'Software engineering']",2851
"['Requirements completeness', 'Natural language processing (NLP)', 'Machine learning (ML)', 'Large language models (LLMs)', 'BERT']",2852
risk-aware problem domain ontology,2853
"['Semantic frames', 'Semantic roles', 'Privacy risk', 'Natural language processing', 'Privacy']",2854
digital design,2855
"['Domain modeling', 'Domain model', 'Requirements engineering', 'Requirements elicitation', 'Qualitative data analysis']",2856
"['Requirements change', 'Requirements evolution', 'Requirements volatility', 'Collaborative case study']",2857
Arbitration,2858
Professional profile,2859
exploratory experiments,2860
goal-based models,2861
rural areas,2862
RCPSP,2863
Pilot Experiment,2864
"['Causality', 'Multi-case study', 'Requirements engineering', 'Natural language processing']",2865
adaptive security requirements,2866
model-based requirements validation,2867
Data protection,2868
software design,2869
notation definition,2870
preferences,2871
Business Process,2872
AI in SDLC,2873
"['Security', 'Requirements engineering', 'Domain', 'Ontologies', 'Case study']",2874
"['Semantic technologies', 'Software process modeling', 'Process requirements', 'Semantic wiki', 'SPEM']",2875
On-line Social Systems,2876
implementing,2877
Project Involvement,2878
Quality Aspects,2879
Goal-oriented Requirement Language,2880
relationships,2881
Adjectival Ambiguity,2882
Utility Computing,2883
Development Process,2884
Requirements capture'],2885
patterns,2886
Open source,2887
modelling,2888
"['Model Checker', 'Requirement Engineer', 'Keynote Speaker', 'Early Requirement', 'Journal Submission']",2889
Service level agreements,2890
legacy systems,2891
requirements traceability,2892
"['Abstractions', 'Natural language', 'Environmental assumptions and conditions', 'Requirements-based testing']",2893
requirements completeness,2894
Feature Request,2895
Open Source,2896
Volere,2897
capabilities,2898
optimization modulo theories,2899
"['Requirements engineering', 'Requirements specification', 'Requirements based on perspectives', 'Requirements communication', 'Design Science Research']",2900
tracing,2901
lntentional Modeling,2902
"['Power', 'Politics', 'Requirements engineering', 'Stakeholders', 'Decision-making', 'Case study']",2903
quality,2904
Systems of Systems,2905
System Tests,2906
state of practice,2907
"['Communication –', 'Context –', 'Elicitation –', 'Requirements –', 'Socially oriented methodologies –', 'User–designer interaction']",2908
"['Importance assessment', 'Attribute weighing', 'Decision support instruments', 'Decision support course', 'Requirements engineering process', 'Requirements engineering course']",2909
"Feature Requests, Machine Learning, Refactorings Recommendation, Software Refactoring",2910
requirements analysis,2911
"['Requirement Specification', 'Requirement Engineering', 'Project Team', 'Acceptance Criterion', 'Requirement Management']",2912
behaviour-driven development,2913
continuous update,2914
requirements capture,2915
architecturally significant functional requirements,2916
e-government,2917
Concept Model,2918
training material,2919
Wide Audience,2920
agile product line engineering,2921
Informal requirements change,2922
uncertainty management,2923
correctness,2924
stakeholder identification,2925
remote,2926
models@runtime,2927
predictive analytics,2928
reactive systems,2929
separation of concerns,2930
controlled-experiment,2931
Requirement engineering,2932
"['Security requirements engineering method evaluation', 'Advanced metering infrastructure (AMI) security', 'Smart grid security', 'Security quality requirements engineering (SQUARE) method', 'Qualitative research evaluation']",2933
"['Requirement Engineering', 'Functional Requirement', 'Security Requirement', 'Requirement Engineer', 'Problem Frame']",2934
Semantics of modelling languages,2935
Research methodology,2936
"['Requirements engineering', 'Architecture modelling', 'Software development environments', 'Intelligent tool support', 'Integration', 'Incrementality']",2937
model,2938
requirements review,2939
"['Software product lines', 'Feature models', 'Utility elicitation', 'Stakeholder preferences']",2940
Goal conflicts,2941
['Key words:Functional requirements – Heterogeneous engineering – Political requirements – System failures – System requirements'],2942
['Requirement Engineer'],2943
consent,2944
information,2945
"['Requirements representation ontology', 'Descriptive representation', 'Model-based representation']",2946
Learning Outcomes,2947
support vector machine,2948
Software Engineering,2949
change impact analysis,2950
stakeholders,2951
failure analysis,2952
Sustainability Profiling,2953
"['Automotive', 'Release planning', 'Stakeholder identification', 'Required content']",2954
"['Market-driven requirements engineering', 'Roadmapping', 'Long-term product planning', 'Solution planning', 'Solution concept']",2955
"Requirements elicitation, Children, Questionnaires, Interviews, Storyboarding, Focus Groups, Observations",2956
"requirements elicitation, service, canvas, workshop, CRM, packaged enterprise system",2957
Duplicate Detection,2958
software qualities,2959
"['Inspection techniques', 'Requirements negotiation', 'Stakeholder-based reasoning', 'Validation of best-practice models']",2960
Issue Management,2961
Architectural Design Decisions,2962
"['Arboricide', 'Behaviour', 'Comprehension', 'Problem world', 'Requirement', 'Topsy-turvy']",2963
Industrial case study,2964
architectural decision,2965
"['Case study', 'Empirical investigation', 'Natural language', 'Requirements engineering', 'Specification', 'State of the practice']",2966
design decisions,2967
annotated bibliography,2968
self adaptive systems,2969
Self-Adaptive Software Reengineering,2970
Post-requirements traceability,2971
rework,2972
Heuristics,2973
completeness,2974
hierarchical clustering,2975
Systematic Review,2976
Machine Learning,2977
XML,2978
"['Fault detection ratio', 'Inspection', 'n fold inspection', 'Probabilistic model', 'Requirements']",2979
Architecturally Significant Requirements,2980
part of speech tags,2981
Non-functional requirements (NFRs),2982
elicitation methods,2983
goal model,2984
Safety-critical Systems,2985
"['Requirement Statement', 'Requirement Document', 'Action Research Approach', 'Soft Goal', 'Stakeholder Requirement']",2986
interview mistakes,2987
"['Analyzing Twitter Messages', 'Research Paper Award', 'Reviewed Conference Proceedings', 'User Stories', 'Visual Narrative']",2988
"['UML association class', 'Conceptual model', 'Domain understanding']",2989
