PID,Title,MID,Major_Name,RelationshipType
1703,"Eddy, a formal language for specifying and analyzing data flow specifications for conflicting privacy requirements",1,Requirements Engineering,CategorizedAs
1704,On requirement verification for evolving Statecharts specifications,1,Requirements Engineering,CategorizedAs
1705,Visual requirements analytics: a framework and case study,1,Requirements Engineering,CategorizedAs
1706,Supporting requirements to code traceability through refactoring,1,Requirements Engineering,CategorizedAs
1707,The role of domain knowledge in requirements elicitation via interviews: an exploratory study,1,Requirements Engineering,CategorizedAs
1708,Dynamic decision models for staged software product line configuration,1,Requirements Engineering,CategorizedAs
1709,"PBURC: a patterns-based, unsupervised requirements clustering framework for distributed agile software development",1,Requirements Engineering,CategorizedAs
1710,A requirements data model for product service systems,1,Requirements Engineering,CategorizedAs
1711,Time patterns for process-aware information systems,1,Requirements Engineering,CategorizedAs
1712,Erratum to: Metrics for measuring the consistencies of requirements with objectives and constraints,1,Requirements Engineering,CategorizedAs
1713,Defining qualitative assessing parameters of Iran banks website,1,Requirements Engineering,CategorizedAs
1714,Topsy-turvy requirements,1,Requirements Engineering,CategorizedAs
1715,Metrics for measuring the consistencies of requirements with objectives and constraints,1,Requirements Engineering,CategorizedAs
1716,CORAMOD: a checklist-oriented model-based requirements analysis approach,1,Requirements Engineering,CategorizedAs
1717,Guidelines for using UML association classes and their effect on domain understanding in requirements engineering,1,Requirements Engineering,CategorizedAs
1718,System requirements engineering in complex situations,1,Requirements Engineering,CategorizedAs
1719,Comparing the impact of the OO-DFD and the Use Case methods for modeling functional requirements on comprehension and quality of models: a controlled experiment,1,Requirements Engineering,CategorizedAs
1720,Erratum to: A pattern-based method for establishing a cloud-specific information security management system,1,Requirements Engineering,CategorizedAs
1721,"Requirements Engineering for Security, Privacy and Services in Cloud Environments",1,Requirements Engineering,CategorizedAs
1722,A pattern-based method for establishing a cloud-specific information security management system,1,Requirements Engineering,CategorizedAs
1723,A framework for enabling trust requirements in social cloud applications,1,Requirements Engineering,CategorizedAs
1724,Evaluating cloud deployment scenarios based on security and privacy requirements,1,Requirements Engineering,CategorizedAs
1725,The illusion of requirements in software development,1,Requirements Engineering,CategorizedAs
1726,Evaluating the effectiveness of the security quality requirements engineering (SQUARE) method: a case study using smart grid advanced metering infrastructure,1,Requirements Engineering,CategorizedAs
1727,Effect of personality type on structured tool comprehension performance,1,Requirements Engineering,CategorizedAs
1728,Comparison and evaluation of goal-oriented satisfaction analysis techniques,1,Requirements Engineering,CategorizedAs
1729,Quantifying the impact of requirements definition and management process maturity on project outcome in large business application development,1,Requirements Engineering,CategorizedAs
1730,Introduction to the RE’12 special issue,1,Requirements Engineering,CategorizedAs
1731,Managing requirements uncertainty with partial models,1,Requirements Engineering,CategorizedAs
1732,A cross-domain empirical study and legal evaluation of the requirements water marking method,1,Requirements Engineering,CategorizedAs
1733,Assessing requirements-related risks through probabilistic goals and obstacles,1,Requirements Engineering,CategorizedAs
1734,Features meet scenarios: modeling and consistency-checking scenario-based product line specifications,1,Requirements Engineering,CategorizedAs
1735,Uncovering quality-attribute concerns in use case specifications via early aspect mining,1,Requirements Engineering,CategorizedAs
1736,Requirements engineering within a large-scale security-oriented research project: lessons learned,1,Requirements Engineering,CategorizedAs
1737,A framework to measure and improve the quality of textual requirements,1,Requirements Engineering,CategorizedAs
1738,Uni-REPM: validated and improved,1,Requirements Engineering,CategorizedAs
1739,Adaptive socio-technical systems: a requirements-based approach,1,Requirements Engineering,CategorizedAs
1740,"Quality requirements engineering for systems and software architecting: methods, approaches, and tools",1,Requirements Engineering,CategorizedAs
1741,An integrated strategy to systematically understand and manage quality in use for web applications,1,Requirements Engineering,CategorizedAs
1742,Deriving software architectural models from requirements models for adaptive systems: the STREAM-A approach,1,Requirements Engineering,CategorizedAs
1743,Setting quality targets for coming releases with QUPER: an industrial case study,1,Requirements Engineering,CategorizedAs
1744,Constructing high quality use case models: a systematic review of current practices,1,Requirements Engineering,CategorizedAs
1745,The effectiveness of an optimized EPMcreate as a creativity enhancement technique for Web site requirements elicitation,1,Requirements Engineering,CategorizedAs
1746,Comparing task practicing and prototype fidelities when applying scenario acting to elicit requirements,1,Requirements Engineering,CategorizedAs
1747,Using conceptual models to explore business-ICT alignment in networked value constellations,1,Requirements Engineering,CategorizedAs
1748,Exploring the impact of software requirements on system-wide goals: a method using satisfaction arguments and i* goal modelling,1,Requirements Engineering,CategorizedAs
1749,Introduction to the RE’11 special issue: requirements in motion,1,Requirements Engineering,CategorizedAs
1750,Towards an understanding of the causes and effects of software requirements change: two case studies,1,Requirements Engineering,CategorizedAs
1751,Power and politics in requirements engineering: embracing the dark side?,1,Requirements Engineering,CategorizedAs
1752,A legal cross-references taxonomy for reasoning about compliance requirements,1,Requirements Engineering,CategorizedAs
1753,Early failure prediction in feature request management systems: an extended study,1,Requirements Engineering,CategorizedAs
1754,Introduction to the REFSQ 2011 special issue,1,Requirements Engineering,CategorizedAs
1755,Task descriptions versus use cases,1,Requirements Engineering,CategorizedAs
1756,Enhancing security requirements engineering by organizational learning,1,Requirements Engineering,CategorizedAs
1757,Automotive behavioral requirements expressed in a specification pattern system: a case study at BOSCH,1,Requirements Engineering,CategorizedAs
1758,Industry needs and research directions in requirements engineering for embedded systems,1,Requirements Engineering,CategorizedAs
1759,WebSpec: a visual language for specifying interaction and navigation requirements in web applications,1,Requirements Engineering,CategorizedAs
1760,On eliciting requirements from end-users in the ICT4D domain,1,Requirements Engineering,CategorizedAs
1761,Experience with user-centred requirements engineering,1,Requirements Engineering,CategorizedAs
1762,Modeling stakeholders for information systems design processes,1,Requirements Engineering,CategorizedAs
1763,Introduction to the RE’10 special issue Requirements Engineering in a multi-faceted World,1,Requirements Engineering,CategorizedAs
1764,Representing and reasoning about preferences in requirements engineering,1,Requirements Engineering,CategorizedAs
1765,Analysing anaphoric ambiguity in natural language requirements,1,Requirements Engineering,CategorizedAs
1766,Application of swarm techniques to requirements tracing,1,Requirements Engineering,CategorizedAs
1767,Relevance-based abstraction identification: technique and evaluation,1,Requirements Engineering,CategorizedAs
1768,Utilizing Event-B for domain engineering: a critical analysis,1,Requirements Engineering,CategorizedAs
1769,Supporting agile software development through active documentation,1,Requirements Engineering,CategorizedAs
1770,Goal-driven risk assessment in requirements engineering,1,Requirements Engineering,CategorizedAs
1771,A systematic review of transformation approaches between user requirements and analysis models,1,Requirements Engineering,CategorizedAs
1772,"Integrating ontologies, model driven, and CNL in a multi-viewed approach for requirements engineering",1,Requirements Engineering,CategorizedAs
1773,"Digital privacy: theory, policies and technologies",1,Requirements Engineering,CategorizedAs
1774,The “Panopticon” of search engines: the response of the European data protection framework,1,Requirements Engineering,CategorizedAs
1775,A methodology for security assurance-driven system development,1,Requirements Engineering,CategorizedAs
1776,Commitment analysis to operationalize software requirements from privacy policies,1,Requirements Engineering,CategorizedAs
1777,A privacy threat analysis framework: supporting the elicitation and fulfillment of privacy requirements,1,Requirements Engineering,CategorizedAs
1778,Semantic decoupling: reducing the impact of requirement changes,1,Requirements Engineering,CategorizedAs
1779,An approach to capture authorisation requirements in business processes,1,Requirements Engineering,CategorizedAs
1780,A goal-based framework for contextual requirements modeling and analysis,1,Requirements Engineering,CategorizedAs
1781,A framework to improve communication during the requirements elicitation process in GSD projects,1,Requirements Engineering,CategorizedAs
1782,An integrated approach for requirement selection and scheduling in software release planning,1,Requirements Engineering,CategorizedAs
1783,On confusion between requirements and their representations,1,Requirements Engineering,CategorizedAs
1784,Assessing traceability of software engineering artifacts,1,Requirements Engineering,CategorizedAs
1785,Understanding the human context in requirements elicitation,1,Requirements Engineering,CategorizedAs
1786,When-to-release decisions for features with time-dependent value functions,1,Requirements Engineering,CategorizedAs
1787,Developing comprehensive acceptance tests from use cases and robustness diagrams,1,Requirements Engineering,CategorizedAs
1788,Introduction to the RE’09 special issue,1,Requirements Engineering,CategorizedAs
1789,A controlled experiment to assess the impact of system architectures on new system requirements,1,Requirements Engineering,CategorizedAs
1790,RELAX: a language to address uncertainty in self-adaptive systems requirement,1,Requirements Engineering,CategorizedAs
1791,Deconstructing the semantics of big-step modelling languages,1,Requirements Engineering,CategorizedAs
1792,Modeling and detecting semantic-based interactions in aspect-oriented scenarios,1,Requirements Engineering,CategorizedAs
1793,Visual syntax does matter: improving the cognitive effectiveness of the i* visual notation,1,Requirements Engineering,CategorizedAs
1794,"Guest editorial: security requirements engineering: past, present and future",1,Requirements Engineering,CategorizedAs
1795,"Eliciting security requirements and tracing them to design: an integration of Common Criteria, heuristics, and UMLsec",1,Requirements Engineering,CategorizedAs
1796,A comparison of security requirements engineering methods,1,Requirements Engineering,CategorizedAs
1797,Evaluating existing security and privacy requirements for legal compliance,1,Requirements Engineering,CategorizedAs
1798,"A vulnerability-centric requirements engineering framework: analyzing security attacks, countermeasures, and requirements based on vulnerabilities",1,Requirements Engineering,CategorizedAs
1799,A UML-based static verification framework for security,1,Requirements Engineering,CategorizedAs
1800,Introduction to the RE’08 special issue,1,Requirements Engineering,CategorizedAs
1801,Formal semantic conflict detection in aspect-oriented requirements,1,Requirements Engineering,CategorizedAs
1802,Experiential learning approach for requirements engineering education,1,Requirements Engineering,CategorizedAs
1803,"A search based approach to fairness analysis in requirement assignments to aid negotiation, mediation and decision making",1,Requirements Engineering,CategorizedAs
1804,Technology transfer decision support in requirements engineering research: a systematic review of REj,1,Requirements Engineering,CategorizedAs
1805,Investigating business-IT alignment through multi-disciplinary goal concepts,1,Requirements Engineering,CategorizedAs
1806,Methodologies to evolve formal specifications through refinement and retrenchment in an analysis–revision cycle,1,Requirements Engineering,CategorizedAs
1807,Requirements engineering for multi-channel services: the SEB method and its application to a multi-channel bank,1,Requirements Engineering,CategorizedAs
1808,Guest Editor’s Introduction,1,Requirements Engineering,CategorizedAs
1809,Exploring how to use scenarios to discover requirements,1,Requirements Engineering,CategorizedAs
1810,Linking business and requirements engineering: is solution planning a missing activity in software product companies?,1,Requirements Engineering,CategorizedAs
1811,Towards automated requirements prioritization and triage,1,Requirements Engineering,CategorizedAs
1812,Validating software requirements with enactable use case descriptions,1,Requirements Engineering,CategorizedAs
1813,Designing socio-technical systems: from stakeholder goals to social networks,1,Requirements Engineering,CategorizedAs
1814,A semiotic analysis of unified modeling language graphical notations,1,Requirements Engineering,CategorizedAs
1815,An integrated domain analysis approach for teleoperated systems,1,Requirements Engineering,CategorizedAs
1816,Managing requirements inter-dependency for software product line derivation,1,Requirements Engineering,CategorizedAs
1817,The case against a positivist philosophy of requirements engineering,1,Requirements Engineering,CategorizedAs
1818,Method for stakeholder identification in interorganizational environments,1,Requirements Engineering,CategorizedAs
1819,Portraying the practice of decision-making in requirements engineering: a case of large scale bespoke development,1,Requirements Engineering,CategorizedAs
1820,Requirements for tools for ambiguity identification and measurement in natural language requirements specifications,1,Requirements Engineering,CategorizedAs
1821,Composing requirements specifications from multiple prioritized sources,1,Requirements Engineering,CategorizedAs
1822,Addressing privacy requirements in system design: the PriS method,1,Requirements Engineering,CategorizedAs
1823,A cognitive semantics for the association construct,1,Requirements Engineering,CategorizedAs
1824,A case study validation of a knowledge-based approach for the selection of requirements engineering techniques,1,Requirements Engineering,CategorizedAs
1825,Clear justification of modeling decisions for goal-oriented requirements engineering,1,Requirements Engineering,CategorizedAs
1826,Sensitivity analysis in the process of COTS mismatch-handling,1,Requirements Engineering,CategorizedAs
1827,MOQARE: misuse-oriented quality requirements engineering,1,Requirements Engineering,CategorizedAs
1828,An approach to engineering the requirements of data warehouses,1,Requirements Engineering,CategorizedAs
1829,Advanced product planning: a comprehensive process for systemic definition of new product requirements,1,Requirements Engineering,CategorizedAs
1830,Generating Natural Language specifications from UML class diagrams,1,Requirements Engineering,CategorizedAs
1831,The future of information systems engineering,1,Requirements Engineering,CategorizedAs
1832,Unified use case statecharts: case studies,1,Requirements Engineering,CategorizedAs
1833,Design and implementation of a smart system for personalization and accurate selection of mobile services,1,Requirements Engineering,CategorizedAs
1834,Cognitive complexity in data modeling: causes and recommendations,1,Requirements Engineering,CategorizedAs
1835,Web-based systems design: a study of contemporary practices and an explanatory framework based on “method-in-action”,1,Requirements Engineering,CategorizedAs
1836,Assessing critical functional and non-functional requirements for web-based procurement systems: a comprehensive survey,1,Requirements Engineering,CategorizedAs
1837,MiHOS: an approach to support handling the mismatches between system requirements and COTS products,1,Requirements Engineering,CategorizedAs
1838,A field study of the requirements engineering practice in Australian software industry,1,Requirements Engineering,CategorizedAs
1839,Industry evaluation of the Requirements Abstraction Model,1,Requirements Engineering,CategorizedAs
1840,Ten years of Australian workshop on requirements engineering,1,Requirements Engineering,CategorizedAs
1841,"Business analysis and requirements engineering: the same, only different?",1,Requirements Engineering,CategorizedAs
1842,Introduction to the RE’06 special issue,1,Requirements Engineering,CategorizedAs
1843,Requirement progression in problem frames: deriving specifications from requirements,1,Requirements Engineering,CategorizedAs
1844,Multi-level feature trees,1,Requirements Engineering,CategorizedAs
1845,Automated classification of non-functional requirements ,1,Requirements Engineering,CategorizedAs
1846,Analogy-based domain analysis approach to software reuse,1,Requirements Engineering,CategorizedAs
1847,A domain model of Web recommender systems based on usage mining and collaborative filtering,1,Requirements Engineering,CategorizedAs
1848,Using obstacle analysis to identify contingency requirements on an unpiloted aerial vehicle,1,Requirements Engineering,CategorizedAs
1849,Requirements engineering in health care: the example of chemotherapy planning in paediatric oncology,1,Requirements Engineering,CategorizedAs
1850,On generic method models,1,Requirements Engineering,CategorizedAs
1851,The methodological soundness of requirements engineering papers: a conceptual framework and two case studies,1,Requirements Engineering,CategorizedAs
1852,Articulation of information requirements for personalised knowledge construction,1,Requirements Engineering,CategorizedAs
1853,Guidelines for the incremental identification of aspects in requirements specifications,1,Requirements Engineering,CategorizedAs
1854,Introduction to the best research papers from RE’05,1,Requirements Engineering,CategorizedAs
1855,View merging in the presence of incompleteness and inconsistency,1,Requirements Engineering,CategorizedAs
1856,PC-RE: a method for personal and contextual requirements engineering with some experience,1,Requirements Engineering,CategorizedAs
1857,A requirements engineering framework for cross-organizational ERP systems,1,Requirements Engineering,CategorizedAs
1858,Feature-driven requirement dependency analysis and high-level software design,1,Requirements Engineering,CategorizedAs
1859,The RE’04 conference,1,Requirements Engineering,CategorizedAs
1860,Aybüke Aurum and Claes Wohlin (eds): Engineering and managing software requirements,1,Requirements Engineering,CategorizedAs
1861,COTS tenders and integration requirements,1,Requirements Engineering,CategorizedAs
1862,Using trust assumptions with security requirements,1,Requirements Engineering,CategorizedAs
1863,Goal and scenario validation: a fluent combination,1,Requirements Engineering,CategorizedAs
1864,Good requirements practices are neither necessary nor sufficient,1,Requirements Engineering,CategorizedAs
1865,Requirements engineering paper classification and evaluation criteria: a proposal and a discussion,1,Requirements Engineering,CategorizedAs
1866,Requirements engineering for e-business advantage,1,Requirements Engineering,CategorizedAs
1867,Requirements quality control: a unifying framework,1,Requirements Engineering,CategorizedAs
1868,Requirements Abstraction Model,1,Requirements Engineering,CategorizedAs
1869,A requirements monitoring framework for enterprise systems,1,Requirements Engineering,CategorizedAs
1870,Situational method engineering: combining assembly-based and roadmap-driven approaches,1,Requirements Engineering,CategorizedAs
1871,Guest editorial: 10th anniversary workshop on Requirements Engineering: Foundation for Software Quality (REFSQ’2004),1,Requirements Engineering,CategorizedAs
1872,Requirements researchers: are we really doing research?,1,Requirements Engineering,CategorizedAs
1873,Agile or analytic? Book reviews: Cohn versus Lavi and Kudish,1,Requirements Engineering,CategorizedAs
1874,Applying a pragmatics-based creativity-fostering technique to requirements elicitation,1,Requirements Engineering,CategorizedAs
1875,Generating requirements from systems models using patterns: a case study,1,Requirements Engineering,CategorizedAs
1876,Communication gaps in a tender process,1,Requirements Engineering,CategorizedAs
1877,Improving the detection of requirements discordances among stakeholders,1,Requirements Engineering,CategorizedAs
1878,Coordinated development of business processes and their support systems,1,Requirements Engineering,CategorizedAs
1879,Is emotion relevant to requirements engineering?,1,Requirements Engineering,CategorizedAs
1880,Basic notions regarding business processes and supporting information systems,1,Requirements Engineering,CategorizedAs
1881,Measuring the fitness relationship,1,Requirements Engineering,CategorizedAs
1882,Delta analysis with workflow logs: aligning business process prescriptions and their reality,1,Requirements Engineering,CategorizedAs
1883,Business alignment: using process mining as a tool for Delta analysis and conformance testing,1,Requirements Engineering,CategorizedAs
1884,Managing context in business process management systems,1,Requirements Engineering,CategorizedAs
1885,Testing the predictive ability of a requirements pattern language,1,Requirements Engineering,CategorizedAs
1886,Ontology based object-oriented domain modelling: fundamental concepts,1,Requirements Engineering,CategorizedAs
1887,ISRE: immersive scenario-based requirements engineering with virtual prototypes,1,Requirements Engineering,CategorizedAs
1888,Experience of using a lightweight formal specification method for a commercial embedded system product line,1,Requirements Engineering,CategorizedAs
1889,Scenario advisor tool for requirements engineering,1,Requirements Engineering,CategorizedAs
1890,Supporting scenario evolution,1,Requirements Engineering,CategorizedAs
1891,Is object-oriented requirements engineering of interest?,1,Requirements Engineering,CategorizedAs
1892,Scenario-based requirements analysis techniques for real-time software systems: a comparative evaluation,1,Requirements Engineering,CategorizedAs
1893,The system reliability analyser tool,1,Requirements Engineering,CategorizedAs
1894,An operational model for structuring the requirements generation process,1,Requirements Engineering,CategorizedAs
1895,Scenario inspections,1,Requirements Engineering,CategorizedAs
1896,Eliciting security requirements with misuse cases,1,Requirements Engineering,CategorizedAs
1897,Are use case and class diagrams complementary in requirements analysis? An experimental study on use case and class diagrams in UML,1,Requirements Engineering,CategorizedAs
1898,"Hierarchical entity-relationship diagrams: the model, method of creation and experimental evaluation",1,Requirements Engineering,CategorizedAs
1899,A framework for empirical evaluation of conceptual modeling techniques,1,Requirements Engineering,CategorizedAs
1900,The effect of the number of concepts on the readability of schemas: an empirical study with data models,1,Requirements Engineering,CategorizedAs
1901,Relationship analysis in requirements engineering,1,Requirements Engineering,CategorizedAs
1902,"Selecting CRM packages based on architectural, functional, and cost requirements: Empirical validation of a hierarchical ranking model",1,Requirements Engineering,CategorizedAs
1903,Empirical comparisons of animation and narration in requirements validation,1,Requirements Engineering,CategorizedAs
1904,Development of a computer-based interviewing tool to enhance the requirements gathering process,1,Requirements Engineering,CategorizedAs
1905,A requirements taxonomy for reducing Web site privacy vulnerabilities,1,Requirements Engineering,CategorizedAs
1906,Market research for requirements analysis using linguistic tools,1,Requirements Engineering,CategorizedAs
1907,Introduction to the RE’03 Special Issue,1,Requirements Engineering,CategorizedAs
1908,Goal-driven requirements analysis for hypermedia-intensive Web applications,1,Requirements Engineering,CategorizedAs
1909,Acquiring and incorporating state-dependent timing requirements,1,Requirements Engineering,CategorizedAs
1910,Deriving tabular event-based specifications from goal-oriented requirements models,1,Requirements Engineering,CategorizedAs
1911,Specifying and analyzing early requirements in Tropos,1,Requirements Engineering,CategorizedAs
1912,Eliciting gaps in requirements change,1,Requirements Engineering,CategorizedAs
1913,A goal-driven and agent-based requirements engineering framework*,1,Requirements Engineering,CategorizedAs
1914,Market research for requirements analysis using linguistic tools,1,Requirements Engineering,CategorizedAs
1915,An exploratory study into whether to or not to include users in the development of industrial hypermedia applications,1,Requirements Engineering,CategorizedAs
1916,User’s manual as a requirements specification: case studies,1,Requirements Engineering,CategorizedAs
1917,Editorial: model-based requirements engineering,1,Requirements Engineering,CategorizedAs
1918,Lightweight models for interpreting informal specifications,1,Requirements Engineering,CategorizedAs
1919,An economic approach for improving requirements negotiation models with inspection,1,Requirements Engineering,CategorizedAs
1920,Merging individual conceptual models of requirements ,1,Requirements Engineering,CategorizedAs
1921,Arcade: early dynamic property evaluation of requirements using partitioned software architecture models,1,Requirements Engineering,CategorizedAs
1922,Quantitative risk-based requirements reasoning,1,Requirements Engineering,CategorizedAs
1923,Retrenching partial requirements into system definitions: a simple feature interaction case study,1,Requirements Engineering,CategorizedAs
1924,RE'02: The birth of a new flagship conference in requirements engineering,1,Requirements Engineering,CategorizedAs
1925,Requirements honesty,1,Requirements Engineering,CategorizedAs
1926,Automating performance-related impact analysis through event based traceability,1,Requirements Engineering,CategorizedAs
1927,RE challenges in multi-site software development organisations,1,Requirements Engineering,CategorizedAs
1928,Applications of linguistic techniques for use case analysis,1,Requirements Engineering,CategorizedAs
1929,More requirements engineering adventures with building contractors,1,Requirements Engineering,CategorizedAs
1930,Hidden skills that support phased and agile requirements engineering,1,Requirements Engineering,CategorizedAs
1931,Value-based requirements engineering: exploring innovative e-commerce ideas,1,Requirements Engineering,CategorizedAs
1932,Web system requirements: an overview,1,Requirements Engineering,CategorizedAs
1933,"Promoting software quality through a human, social and organisational requirements elicitation process",1,Requirements Engineering,CategorizedAs
1934,Online First publication,1,Requirements Engineering,CategorizedAs
1935,Interactions among dynamic sets of objects,1,Requirements Engineering,CategorizedAs
1936,The influence of formal representation on solution specification,1,Requirements Engineering,CategorizedAs
1937,Managing the requirements engineering process,1,Requirements Engineering,CategorizedAs
1938,Guest editorial,1,Requirements Engineering,CategorizedAs
1939,Requirements Engineering editorial,1,Requirements Engineering,CategorizedAs
1940,An exploratory study of facilitation in distributed requirements engineering,1,Requirements Engineering,CategorizedAs
1941,Structuring product family requirements for n-dimensional and hierarchical product lines,1,Requirements Engineering,CategorizedAs
1942,Continuous requirements management for organisation networks: a (dis)trust-based approach,1,Requirements Engineering,CategorizedAs
1943,"Guest Editorial: Requirements Engineering for Information Security
",1,Requirements Engineering,CategorizedAs
1944,"Guest Editorial: Special Issue on Model Checking in Requirements Engineering
",1,Requirements Engineering,CategorizedAs
1945,"Authorisation Requirements on a Budget
",1,Requirements Engineering,CategorizedAs
1946,"A Software Fault Tree Approach to Requirements Analysis of an Intrusion Detection System
",1,Requirements Engineering,CategorizedAs
1947,"Automatically Detecting and Visualising Errors in UML Diagrams
",1,Requirements Engineering,CategorizedAs
1948,"Toward Automation for Model-Checking Requirements Specifications with Numeric Constraints
",1,Requirements Engineering,CategorizedAs
1949,"An Approach to Security Requirements Engineering for a High Assurance System*
",1,Requirements Engineering,CategorizedAs
1950,"Requirements-Level Semantics and Model Checking of Object-Oriented Statecharts
",1,Requirements Engineering,CategorizedAs
1951,Domain Understanding is the Key to Successful System Development,1,Requirements Engineering,CategorizedAs
1952,Release Planning in Market-Driven Software Product Development: Provoking an Understanding,1,Requirements Engineering,CategorizedAs
1953,"Requirements Engineering and Technology Transfer: Obstacles, Incentives and Improvement Agenda",1,Requirements Engineering,CategorizedAs
1954,Large-Scale Requirements Analysis Revisited: The need for Understanding the Political Ecology of Requirements Engineering,1,Requirements Engineering,CategorizedAs
1955,Workflow Requirements Modelling Using XML,1,Requirements Engineering,CategorizedAs
1956,WIRES: A Methodology for Developing Workflow Applications,1,Requirements Engineering,CategorizedAs
1957,Requirements Researchers: Do We Practice What We Preach?,1,Requirements Engineering,CategorizedAs
1958,Effective Communication in Requirements Elicitation: A Comparison of Methodologies,1,Requirements Engineering,CategorizedAs
1959,Requirements Engineering-Based Conceptual Modelling,1,Requirements Engineering,CategorizedAs
1960,Seventh International Workshop on Requirements Engineering: Foundation for Software Quality (REFSQ’01),1,Requirements Engineering,CategorizedAs
1961,A Feasibility Study of Automated Natural Language Requirements Analysis in Market-Driven Development,1,Requirements Engineering,CategorizedAs
1962,Rationale-Based Use Case Specification,1,Requirements Engineering,CategorizedAs
1963,Round-Trip Prototyping Based on Integrated Functional and User Interface Requirements Specifications,1,Requirements Engineering,CategorizedAs
1964,On Abstraction in Scenarios,1,Requirements Engineering,CategorizedAs
1965,Requirements Reuse for Improving Information Systems Security: A Practitioner’s Approach,1,Requirements Engineering,CategorizedAs
1966,Goal-Oriented Requirements Engineering: A Unifying Framework,1,Requirements Engineering,CategorizedAs
1967,Requirements Determination: An Information Systems Specialist Perspective of Process Quality,1,Requirements Engineering,CategorizedAs
1968,Erratum: Requirements Engineering (2001) 6: 75–96,1,Requirements Engineering,CategorizedAs
1969,Back to Basics,1,Requirements Engineering,CategorizedAs
1970,Engineering Methods from Method Requirements Specifications,1,Requirements Engineering,CategorizedAs
1971,Using Influence Diagrams to Aid the Management of Software Change,1,Requirements Engineering,CategorizedAs
1972,A Tool to Support Collaborative Software Requirements Management,1,Requirements Engineering,CategorizedAs
1973,Modelling Off-the-Shelf Information Systems Requirements: An Ontological Approach,1,Requirements Engineering,CategorizedAs
1974,Software Requirements Engineering: The Need for Systems Engineering and Literacy,1,Requirements Engineering,CategorizedAs
1975,A Framework for Component Reuse in a Metamodelling-Based Software Development,1,Requirements Engineering,CategorizedAs
1976,A Framework for Integrating Non-Functional Requirements into Conceptual Models,1,Requirements Engineering,CategorizedAs
1977,Making Workflow Change Acceptable,1,Requirements Engineering,CategorizedAs
1978,Sixth International Workshop on Requirements Engineering: Foundation for Software Quality (REFSQ”00),1,Requirements Engineering,CategorizedAs
1979,From Non-Functional Requirements to Design through Patterns,1,Requirements Engineering,CategorizedAs
1980,Coupling Use Cases and Class Models as a Means for Validation and Verification of Requirements Specifications,1,Requirements Engineering,CategorizedAs
1981,An Industrial Case Study on Distributed Prioritisation in Market-Driven Requirements Engineering for Packaged Software,1,Requirements Engineering,CategorizedAs
1982,Deriving Goals from a Use-Case Based Requirements Specification,1,Requirements Engineering,CategorizedAs
1983,Preventing Requirement Defects: An Experiment in Process Improvement,1,Requirements Engineering,CategorizedAs
1984,Jane Austen – Requirements in Another World,1,Requirements Engineering,CategorizedAs
1985,A Method for Extracting and Stating Software Requirements that a User Interface Prototype Contains,1,Requirements Engineering,CategorizedAs
1986,Specifying and Analysing System-Level Inter-Component Interfaces,1,Requirements Engineering,CategorizedAs
1987,An Experimental Investigation into the Effectiveness of OOA for Specifying Requirements,1,Requirements Engineering,CategorizedAs
1988,Time Aspects in Requirements Engineering: Or ‘Every Cloud Has A Silver Lining’,1,Requirements Engineering,CategorizedAs
1989,Requirements Engineering: Is it ‘Mission Impossible’?,1,Requirements Engineering,CategorizedAs
1990,Bridging the Gap Between Organisational Needs and ERP Functionality,1,Requirements Engineering,CategorizedAs
1991,Modelling and Representation of Uncertain Temporal Information,1,Requirements Engineering,CategorizedAs
1992,Patterns Approach to Product Information Systems Engineering,1,Requirements Engineering,CategorizedAs
1993,Requirements Management: A Cinderella Story,1,Requirements Engineering,CategorizedAs
1994,Healthcare Modelling through Role Activity Diagrams for Process-Based Information Systems Development,1,Requirements Engineering,CategorizedAs
1995,Socio-Technical and Soft Approaches to Information Requirements Elicitation in the Post-Methodology Era,1,Requirements Engineering,CategorizedAs
1996,There’s More to Information Systems Development than Structured Approaches: Information Requirements Analysis as a Socially Mediated Process,1,Requirements Engineering,CategorizedAs
1997,Linguistic Problems with Requirements and Knowledge Elicitation,1,Requirements Engineering,CategorizedAs
1998,Negotiating and Understanding Information Systems Requirements: The Use of Set Diagrams,1,Requirements Engineering,CategorizedAs
1999,"Specifications in Context: Stakeholders, Systems and Modelling of Conflict",1,Requirements Engineering,CategorizedAs
2000,A Socio-Technical Approach to Systems Design,1,Requirements Engineering,CategorizedAs
2001,What’s Different about Requirements Engineering for Web Sites?,1,Requirements Engineering,CategorizedAs
2002,A Scenario Construction Process,1,Requirements Engineering,CategorizedAs
2003,A Unifying Framework for Representing Structural and Operational Aspects of Electricity Sector Deregulation,1,Requirements Engineering,CategorizedAs
2004,Scenario Analysis in an Automated Tool for Requirements Engineering,1,Requirements Engineering,CategorizedAs
2005,Is There Such a Thing as a User Requirement?,1,Requirements Engineering,CategorizedAs
2006,Information Systems Curricula Evaluated by a Method Engineering Framework,1,Requirements Engineering,CategorizedAs
2007,Formal Analysis of Memory Requirements,1,Requirements Engineering,CategorizedAs
2008,Animating Formal Specifications with Inheritance in a DL-Based Framework,1,Requirements Engineering,CategorizedAs
2009,A Multi-Model View of Process Modelling,1,Requirements Engineering,CategorizedAs
2010,On the Architectonics of Requirements,1,Requirements Engineering,CategorizedAs
2011,Practical Experience with Viewpoint-Oriented Requirements Specification,1,Requirements Engineering,CategorizedAs
