PID,Title,PVID,Venue_Name,RelationshipType
1517,Voice of the users: an extended study of software feedback engagement,2,Springer,PublishedIn
1518,Stakeholder identification for a structured release planning approach in the automotive domain,2,Springer,PublishedIn
1519,An impact-driven approach to predict user stories instability,2,Springer,PublishedIn
1520,Empirical research on requirements quality: a systematic mapping study,2,Springer,PublishedIn
1521,How assurance case development and requirements engineering interplay: a study with practitioners,2,Springer,PublishedIn
1522,"A multi-level semantic web for hard-to-specify domain concept, Pedestrian, in ML-based software",2,Springer,PublishedIn
1523,A systematic literature review of empirical research on quality requirements,2,Springer,PublishedIn
1524,A use case driven approach to game modeling,2,Springer,PublishedIn
1525,Leveraging BPMN particularities to improve traceability links recovery among requirements and BPMN models,2,Springer,PublishedIn
1526,A validation of QDAcity-RE for domain modeling using qualitative data analysis,2,Springer,PublishedIn
1527,Exploring the challenges and benefits for scaling agile project management to large projects: a review,2,Springer,PublishedIn
1528,Formal requirements modeling for cyber-physical systems engineering: an integrated solution based on FORM-L and Modelica,2,Springer,PublishedIn
1529,TracIMo: a traceability introduction methodology and its evaluation in an Agile development team,2,Springer,PublishedIn
1530,Correction to: Risk‑aware business process management using multi‑view modeling: method and tool,2,Springer,PublishedIn
1531,Correction to: Is it possible to disregard obsolete requirements? A family of experiments in software effort estimation,2,Springer,PublishedIn
1532,A framework for evaluating and improving requirements specifications based on the developers and testers perspective,2,Springer,PublishedIn
1533,Interspecies information systems,2,Springer,PublishedIn
1534,A quantitative comparison of the effects of modeling approaches on system verification using a controlled challenge problem,2,Springer,PublishedIn
1535,Network structure and requirements crowdsourcing for OSS projects,2,Springer,PublishedIn
1536,Risk-aware business process management using multi-view modeling: method and tool,2,Springer,PublishedIn
1537,Formal reasoning for analyzing goal models that evolve over time,2,Springer,PublishedIn
1538,Toward practical adoption of i* framework: an automatic two-level layout approach,2,Springer,PublishedIn
1539,A Game-theoretic approach to analyze interacting actors in GRL goal models,2,Springer,PublishedIn
1540,Is it possible to disregard obsolete requirements? a family of experiments in software effort estimation,2,Springer,PublishedIn
1541,A GRL-compliant iStar extension for collaborative cyber-physical systems,2,Springer,PublishedIn
1542,The state-of-practice in requirements elicitation: an extended interview study at 12 companies,2,Springer,PublishedIn
1543,Modeling machine learning requirements from three perspectives: a case report from the healthcare domain,2,Springer,PublishedIn
1544,Assisted requirements selection by clustering,2,Springer,PublishedIn
1545,DAREF: MDA framework for modelling data warehouse requirements and deducing the multidimensional schema,2,Springer,PublishedIn
1546,Automatically detecting feature requests from development emails by leveraging semantic sequence mining,2,Springer,PublishedIn
1547,RAPID: a knowledge-based assistant for designing web APIs,2,Springer,PublishedIn
1548,Robust requirements gathering for ontologies in smart water systems,2,Springer,PublishedIn
1549,A retrospective on Telos as a metamodeling language for requirements engineering,2,Springer,PublishedIn
1550,Requirements-driven data warehouse design based on enhanced pivot tables,2,Springer,PublishedIn
1551,Model elements identification using neural networks: a comprehensive study,2,Springer,PublishedIn
1552,Safety requirements for symbiotic human–robot collaboration systems in smart factories: a pairwise comparison approach to explore requirements dependencies,2,Springer,PublishedIn
1553,Modeling functional requirements using tacit knowledge: a design science research methodology informed approach,2,Springer,PublishedIn
1554,Preface to the requirements engineering special issue on selected papers from RE’19,2,Springer,PublishedIn
1555,Explainability as a non-functional requirement: challenges and recommendations,2,Springer,PublishedIn
1556,An efficient approach for reviewing security-related aspects in agile requirements specifications of web applications,2,Springer,PublishedIn
1557,Requirements engineering for sustainability: an awareness framework for designing software systems for a better tomorrow,2,Springer,PublishedIn
1558,SaPeer and ReverseSaPeer: teaching requirements elicitation interviews with role-playing and role reversal,2,Springer,PublishedIn
1559,Author Correction: Customer support ticket escalation prediction using feature engineering,2,Springer,PublishedIn
1560,Correction to: Modular norm models: practical representation and analysis of contractual rights and obligations,2,Springer,PublishedIn
1561,Modular norm models: practical representation and analysis of contractual rights and obligations,2,Springer,PublishedIn
1562,Cultural influence on requirements engineering activities: a systematic literature review and analysis,2,Springer,PublishedIn
1563,A socio-technical-based process for questionnaire development in requirements elicitation via interviews,2,Springer,PublishedIn
1564,Expanding the nature and scope of requirements for service systems through Service-Dominant Logic: the case of a telemonitoring service,2,Springer,PublishedIn
1565,Software requirements testing approaches: a systematic literature review,2,Springer,PublishedIn
1566,Parallel multi-objective artificial bee colony algorithm for software requirement optimization,2,Springer,PublishedIn
1567,Reconstructing the past: the case of the Spadina Expressway,2,Springer,PublishedIn
1568,GARUSO: a gamification approach for involving stakeholders outside organizational reach in requirements engineering,2,Springer,PublishedIn
1569,Engineering digital motivation in businesses: a modelling and analysis framework,2,Springer,PublishedIn
1570,Structural similarity measure between UML class diagrams based on UCG,2,Springer,PublishedIn
1571,Reducing ambiguity during enterprise design,2,Springer,PublishedIn
1572,Requirements analysis gamification in legacy system replacement projects,2,Springer,PublishedIn
1573,Extracting core requirements for software product lines,2,Springer,PublishedIn
1574,A method for analyzing stakeholders’ influence on an open source software ecosystem’s requirements engineering process,2,Springer,PublishedIn
1575,From event logs to goals: a systematic literature review of goal-oriented process mining,2,Springer,PublishedIn
1576,"Collaborative traceability management: a multiple case study from the perspectives of organization, process, and culture",2,Springer,PublishedIn
1577,Known and unknown requirements in healthcare,2,Springer,PublishedIn
1578,Performance-driven software development: an incremental refinement approach for high-quality requirement engineering,2,Springer,PublishedIn
1579,Improving the identification of functional system requirements when novice analysts create use case diagrams: the benefits of applying conceptual mental models,2,Springer,PublishedIn
1580,A systematic literature mapping of goal and non-goal modelling methods for legal and regulatory compliance,2,Springer,PublishedIn
1581,Recommending software features for mobile applications based on user interface comparison,2,Springer,PublishedIn
1582,Automatic recommendation to omitted steps in use case specification,2,Springer,PublishedIn
1583,Sustainability requirements for eLearning systems: a systematic literature review and analysis,2,Springer,PublishedIn
1584,A requirements engineering methodology for knowledge management solutions: integrating technical and social aspects,2,Springer,PublishedIn
1585,"Editorial, special issue RE 2018",2,Springer,PublishedIn
1586,A framework for designing cloud forensic-enabled services (CFeS),2,Springer,PublishedIn
1587,The impact of requirements on systems development speed: a multiple-case study in automotive,2,Springer,PublishedIn
1588,"Semantic hierarchies for extracting, modeling, and connecting compliance requirements in information security control standards",2,Springer,PublishedIn
1589,Identifying incompleteness in privacy policy goals using semantic frames,2,Springer,PublishedIn
1590,Teaching requirements elicitation interviews: an empirical study of learning from mistakes,2,Springer,PublishedIn
1591,Automating requirements analysis and test case generation,2,Springer,PublishedIn
1592,Providing tool support for specifying safety-critical systems by enforcing syntactic contract conditions,2,Springer,PublishedIn
1593,Goal-oriented requirements engineering: an extended systematic mapping study,2,Springer,PublishedIn
1594,Addressing the state explosion problem when visualizing off-nominal behaviors in a set of reactive requirements,2,Springer,PublishedIn
1595,Eliciting user requirements for e-collaboration systems: a proposal for a multi-perspective modeling approach,2,Springer,PublishedIn
1596,A set of prescribed activities for enhancing requirements engineering in the development of usable e-Government applications,2,Springer,PublishedIn
1597,Understanding what is important in iStar extension proposals: the viewpoint of researchers,2,Springer,PublishedIn
1598,The QDAcity-RE method for structural domain modeling using qualitative data analysis,2,Springer,PublishedIn
1599,RSL-IL4Privacy: a domain-specific language for the rigorous specification of privacy policies,2,Springer,PublishedIn
1600,An empirical study on the use of i* by non-technical stakeholders: the case of strategic dependency diagrams,2,Springer,PublishedIn
1601,A multifactor approach for elicitation of Information requirements of data warehouses,2,Springer,PublishedIn
1602,Automatic test cases generation from business process models,2,Springer,PublishedIn
1603,Value-based requirements engineering: method and experience,2,Springer,PublishedIn
1604,A method of requirements change analysis,2,Springer,PublishedIn
1605,Mending the patchwork of requirements from multiple standards using participative goal modelling: a case in the food industry,2,Springer,PublishedIn
1606,"Improving the representation of roles in conceptual modeling: theory, method, and evidence",2,Springer,PublishedIn
1607,Goal model analysis of autonomy requirements for Unmanned Aircraft Systems,2,Springer,PublishedIn
1608,Using the AMAN-DA method to generate security requirements: a case study in the maritime domain,2,Springer,PublishedIn
1609,Editorial special issue RE 2017,2,Springer,PublishedIn
1610,Discovering undocumented knowledge through visualization of agile software development activities,2,Springer,PublishedIn
1611,Customer support ticket escalation prediction using feature engineering,2,Springer,PublishedIn
1612,Improving the identification of hedonic quality in user requirements: a second controlled experiment,2,Springer,PublishedIn
1613,On user rationale in software engineering,2,Springer,PublishedIn
1614,Hazard Relation Diagrams: a diagrammatic representation to increase validation objectivity of requirements-based hazard mitigations,2,Springer,PublishedIn
1615,Direct and mediating influences of user-developer perception gaps in requirements understanding on user participation,2,Springer,PublishedIn
1616,Multi-objective reasoning with constrained goal models,2,Springer,PublishedIn
1617,"Analysis of information quality requirements in business processes, revisited",2,Springer,PublishedIn
1618,Four reference models for transparency requirements in information systems,2,Springer,PublishedIn
1619,An approach for requirements prioritization based on tensor decomposition,2,Springer,PublishedIn
1620,Continuous clarification and emergent requirements flows in open-commercial software ecosystems,2,Springer,PublishedIn
1621,Requirements for cloud-based BIM governance solutions to facilitate team collaboration in construction projects,2,Springer,PublishedIn
1622,Organisation and communication problems in automotive requirements engineering,2,Springer,PublishedIn
1623,CrowdMock: an approach for defining and evolving web augmentation requirements,2,Springer,PublishedIn
1624,Empirical research in requirements engineering: trends and opportunities,2,Springer,PublishedIn
1625,Effective use of analysts’ effort in automated tracing,2,Springer,PublishedIn
1626,A framework for quality assessment of just-in-time requirements: the case of open source feature requests,2,Springer,PublishedIn
1627,How to manage IS requirements in complex public sector structures: toward an action design research approach,2,Springer,PublishedIn
1628,Is role playing in Requirements Engineering Education increasing learning outcome?,2,Springer,PublishedIn
1629,Validation of formal specifications through transformation and animation,2,Springer,PublishedIn
1630,Understanding requirement prioritization artifacts: a systematic mapping study,2,Springer,PublishedIn
1631,Dealing with software process requirements complexity: an information access proposal based on semantic technologies,2,Springer,PublishedIn
1632,Viewpoint: effectiveness of focused mentoring to improve requirements engineering industrial practice,2,Springer,PublishedIn
1633,Introduction to the RE’16 best papers special issue,2,Springer,PublishedIn
1634,Advancing viewpoint merging in requirements engineering: a theoretical replication and explanatory study,2,Springer,PublishedIn
1635,An exploratory study of Twitter messages about software applications,2,Springer,PublishedIn
1636,Challenges of working with artifacts in requirements engineering and software engineering,2,Springer,PublishedIn
1637,Extracting conceptual models from user stories with Visual Narrator,2,Springer,PublishedIn
1638,A method of software requirements specification and validation for global software development,2,Springer,PublishedIn
1639,Reusing functional software requirements in small-sized software enterprises: a model oriented to the catalog of requirements,2,Springer,PublishedIn
1640,Repetition between stakeholder (user) and system requirements,2,Springer,PublishedIn
1641,An automated framework for detection and resolution of cross references in legal texts,2,Springer,PublishedIn
1642,Declaratively building behavior by means of scenario clauses,2,Springer,PublishedIn
1643,Agile requirements handling in a service-oriented taxonomy of capabilities,2,Springer,PublishedIn
1644,Engineering requirements for adaptive systems,2,Springer,PublishedIn
1645,Green software requirements and measurement: random decision forests-based software energy consumption profiling,2,Springer,PublishedIn
1646,Structuring automotive product lines and feature models: an exploratory study at Opel,2,Springer,PublishedIn
1647,Modelling mobile app requirements for semantic traceability,2,Springer,PublishedIn
1648,The role of distances in requirements communication: a case study,2,Springer,PublishedIn
1649,Mapping quality requirements for pervasive mobile games,2,Springer,PublishedIn
1650,Automating trade-off analysis of security requirements,2,Springer,PublishedIn
1651,Workshop videos for requirements communication,2,Springer,PublishedIn
1652,Applications of ontologies in requirements engineering: a systematic review of the literature,2,Springer,PublishedIn
1653,Bayesian networks for enhancement of requirements engineering: a literature review,2,Springer,PublishedIn
1654,Systems performance prediction using requirements quality attributes classification,2,Springer,PublishedIn
1655,A framework for virtual organization requirements,2,Springer,PublishedIn
1656,Designing and assessing a course on prioritization and importance assessment in strategic non-routine requirements engineering processes,2,Springer,PublishedIn
1657,Introduction to the special issue of best papers from RE2015 conference,2,Springer,PublishedIn
1658,On the automatic classification of app reviews,2,Springer,PublishedIn
1659,Improving agile requirements: the Quality User Story framework and tool,2,Springer,PublishedIn
1660,"Detecting, classifying, and tracing non-functional software requirements",2,Springer,PublishedIn
1661,Ambiguity and tacit knowledge in requirements elicitation interviews,2,Springer,PublishedIn
1662,Finding and resolving security misusability with misusability cases,2,Springer,PublishedIn
1663,Reusable knowledge in security requirements engineering: a systematic mapping study,2,Springer,PublishedIn
1664,Building a security reference architecture for cloud systems,2,Springer,PublishedIn
1665,Attribute-based variability in feature models,2,Springer,PublishedIn
1666,Analyzing and predicting software integration bugs using network analysis on requirements dependency network,2,Springer,PublishedIn
1667,A questionnaire-based survey methodology for systematically validating goal-oriented models,2,Springer,PublishedIn
1668,An ASPIRE-based method for quality requirements identification from business goals,2,Springer,PublishedIn
1669,Using security robustness analysis for early-stage validation of functional security requirements,2,Springer,PublishedIn
1670,Requirements for tools for comprehending highly specialized assembly language code and how to elicit these requirements,2,Springer,PublishedIn
1671,SCRAM–CK: applying a collaborative requirements engineering process for designing a web based e-science toolkit,2,Springer,PublishedIn
1672,Interactive goal model analysis for early requirements engineering,2,Springer,PublishedIn
1673,Exploring cognitive style and task-specific preferences for process representations,2,Springer,PublishedIn
1674,Artefact-based requirements engineering: the AMDiRE approach,2,Springer,PublishedIn
1675,Incorporating usability requirements into model transformation technologies,2,Springer,PublishedIn
1676,Conviviality-driven access control policy,2,Springer,PublishedIn
1677,GDIA: Eliciting information requirements in emergency first response,2,Springer,PublishedIn
1678,Establishing requirements for End-user Service Composition tools,2,Springer,PublishedIn
1679,Patterns of continuous requirements clarification,2,Springer,PublishedIn
1680,Introduction to the RE’14 special issue,2,Springer,PublishedIn
1681,On building architecture-centric product line architecture,2,Springer,PublishedIn
1682,TiQi: answering unstructured natural language trace queries,2,Springer,PublishedIn
1683,Rationalism with a dose of empiricism: combining goal reasoning and case-based reasoning for self-adaptive software systems,2,Springer,PublishedIn
1684,On the role of semantics in automated requirements tracing,2,Springer,PublishedIn
1685,A model for tracing variability from features to product-line architectures: a case study in smart grids,2,Springer,PublishedIn
1686,Leveraging topic modeling and part-of-speech tagging to support combinational creativity in requirements engineering,2,Springer,PublishedIn
1687,Early modeling and validation of timed system requirements using Timed Use Case Maps,2,Springer,PublishedIn
1688,A descriptive study of Microsoft’s threat modeling technique,2,Springer,PublishedIn
1689,Early identification of crosscutting concerns with the Language Extended Lexicon,2,Springer,PublishedIn
1690,Requirements engineering education: a systematic mapping study,2,Springer,PublishedIn
1691,Uni-REPM: a framework for requirements engineering process assessment,2,Springer,PublishedIn
1692,Roadmapping problems in practice: value creation from the perspective of the customers,2,Springer,PublishedIn
1693,GaiusT: supporting the extraction of rights and obligations for regulatory compliance,2,Springer,PublishedIn
1694,Capturing consumer preferences as requirements for software product lines,2,Springer,PublishedIn
1695,Reuse of requirements reduced time to market at one industrial shop: a case study,2,Springer,PublishedIn
1696,Requirements engineering in software product line engineering,2,Springer,PublishedIn
1697,A holistic approach to feature modeling for product line requirements engineering,2,Springer,PublishedIn
1698,"Evaluating scenario-based SPL requirements approaches: the case for modularity, stability and expressiveness",2,Springer,PublishedIn
1699,"
KMoS-RE: knowledge management on a strategy to requirements engineering",2,Springer,PublishedIn
1700,Requirements-driven incremental adoption of variability management techniques and tools: an industrial experience report,2,Springer,PublishedIn
1701,On the systematic transformation of requirements to specifications,2,Springer,PublishedIn
1702,Introduction to the RE’13 special issue,2,Springer,PublishedIn
1703,"Eddy, a formal language for specifying and analyzing data flow specifications for conflicting privacy requirements",2,Springer,PublishedIn
1704,On requirement verification for evolving Statecharts specifications,2,Springer,PublishedIn
1705,Visual requirements analytics: a framework and case study,2,Springer,PublishedIn
1706,Supporting requirements to code traceability through refactoring,2,Springer,PublishedIn
1707,The role of domain knowledge in requirements elicitation via interviews: an exploratory study,2,Springer,PublishedIn
1708,Dynamic decision models for staged software product line configuration,2,Springer,PublishedIn
1709,"PBURC: a patterns-based, unsupervised requirements clustering framework for distributed agile software development",2,Springer,PublishedIn
1710,A requirements data model for product service systems,2,Springer,PublishedIn
1711,Time patterns for process-aware information systems,2,Springer,PublishedIn
1712,Erratum to: Metrics for measuring the consistencies of requirements with objectives and constraints,2,Springer,PublishedIn
1713,Defining qualitative assessing parameters of Iran banks website,2,Springer,PublishedIn
1714,Topsy-turvy requirements,2,Springer,PublishedIn
1715,Metrics for measuring the consistencies of requirements with objectives and constraints,2,Springer,PublishedIn
1716,CORAMOD: a checklist-oriented model-based requirements analysis approach,2,Springer,PublishedIn
1717,Guidelines for using UML association classes and their effect on domain understanding in requirements engineering,2,Springer,PublishedIn
1718,System requirements engineering in complex situations,2,Springer,PublishedIn
1719,Comparing the impact of the OO-DFD and the Use Case methods for modeling functional requirements on comprehension and quality of models: a controlled experiment,2,Springer,PublishedIn
1720,Erratum to: A pattern-based method for establishing a cloud-specific information security management system,2,Springer,PublishedIn
1721,"Requirements Engineering for Security, Privacy and Services in Cloud Environments",2,Springer,PublishedIn
1722,A pattern-based method for establishing a cloud-specific information security management system,2,Springer,PublishedIn
1723,A framework for enabling trust requirements in social cloud applications,2,Springer,PublishedIn
1724,Evaluating cloud deployment scenarios based on security and privacy requirements,2,Springer,PublishedIn
1725,The illusion of requirements in software development,2,Springer,PublishedIn
1726,Evaluating the effectiveness of the security quality requirements engineering (SQUARE) method: a case study using smart grid advanced metering infrastructure,2,Springer,PublishedIn
1727,Effect of personality type on structured tool comprehension performance,2,Springer,PublishedIn
1728,Comparison and evaluation of goal-oriented satisfaction analysis techniques,2,Springer,PublishedIn
1729,Quantifying the impact of requirements definition and management process maturity on project outcome in large business application development,2,Springer,PublishedIn
1730,Introduction to the RE’12 special issue,2,Springer,PublishedIn
1731,Managing requirements uncertainty with partial models,2,Springer,PublishedIn
1732,A cross-domain empirical study and legal evaluation of the requirements water marking method,2,Springer,PublishedIn
1733,Assessing requirements-related risks through probabilistic goals and obstacles,2,Springer,PublishedIn
1734,Features meet scenarios: modeling and consistency-checking scenario-based product line specifications,2,Springer,PublishedIn
1735,Uncovering quality-attribute concerns in use case specifications via early aspect mining,2,Springer,PublishedIn
1736,Requirements engineering within a large-scale security-oriented research project: lessons learned,2,Springer,PublishedIn
1737,A framework to measure and improve the quality of textual requirements,2,Springer,PublishedIn
1738,Uni-REPM: validated and improved,2,Springer,PublishedIn
1739,Adaptive socio-technical systems: a requirements-based approach,2,Springer,PublishedIn
1740,"Quality requirements engineering for systems and software architecting: methods, approaches, and tools",2,Springer,PublishedIn
1741,An integrated strategy to systematically understand and manage quality in use for web applications,2,Springer,PublishedIn
1742,Deriving software architectural models from requirements models for adaptive systems: the STREAM-A approach,2,Springer,PublishedIn
1743,Setting quality targets for coming releases with QUPER: an industrial case study,2,Springer,PublishedIn
1744,Constructing high quality use case models: a systematic review of current practices,2,Springer,PublishedIn
1745,The effectiveness of an optimized EPMcreate as a creativity enhancement technique for Web site requirements elicitation,2,Springer,PublishedIn
1746,Comparing task practicing and prototype fidelities when applying scenario acting to elicit requirements,2,Springer,PublishedIn
1747,Using conceptual models to explore business-ICT alignment in networked value constellations,2,Springer,PublishedIn
1748,Exploring the impact of software requirements on system-wide goals: a method using satisfaction arguments and i* goal modelling,2,Springer,PublishedIn
1749,Introduction to the RE’11 special issue: requirements in motion,2,Springer,PublishedIn
1750,Towards an understanding of the causes and effects of software requirements change: two case studies,2,Springer,PublishedIn
1751,Power and politics in requirements engineering: embracing the dark side?,2,Springer,PublishedIn
1752,A legal cross-references taxonomy for reasoning about compliance requirements,2,Springer,PublishedIn
1753,Early failure prediction in feature request management systems: an extended study,2,Springer,PublishedIn
1754,Introduction to the REFSQ 2011 special issue,2,Springer,PublishedIn
1755,Task descriptions versus use cases,2,Springer,PublishedIn
1756,Enhancing security requirements engineering by organizational learning,2,Springer,PublishedIn
1757,Automotive behavioral requirements expressed in a specification pattern system: a case study at BOSCH,2,Springer,PublishedIn
1758,Industry needs and research directions in requirements engineering for embedded systems,2,Springer,PublishedIn
1759,WebSpec: a visual language for specifying interaction and navigation requirements in web applications,2,Springer,PublishedIn
1760,On eliciting requirements from end-users in the ICT4D domain,2,Springer,PublishedIn
1761,Experience with user-centred requirements engineering,2,Springer,PublishedIn
1762,Modeling stakeholders for information systems design processes,2,Springer,PublishedIn
1763,Introduction to the RE’10 special issue Requirements Engineering in a multi-faceted World,2,Springer,PublishedIn
1764,Representing and reasoning about preferences in requirements engineering,2,Springer,PublishedIn
1765,Analysing anaphoric ambiguity in natural language requirements,2,Springer,PublishedIn
1766,Application of swarm techniques to requirements tracing,2,Springer,PublishedIn
1767,Relevance-based abstraction identification: technique and evaluation,2,Springer,PublishedIn
1768,Utilizing Event-B for domain engineering: a critical analysis,2,Springer,PublishedIn
1769,Supporting agile software development through active documentation,2,Springer,PublishedIn
1770,Goal-driven risk assessment in requirements engineering,2,Springer,PublishedIn
1771,A systematic review of transformation approaches between user requirements and analysis models,2,Springer,PublishedIn
1772,"Integrating ontologies, model driven, and CNL in a multi-viewed approach for requirements engineering",2,Springer,PublishedIn
1773,"Digital privacy: theory, policies and technologies",2,Springer,PublishedIn
1774,The “Panopticon” of search engines: the response of the European data protection framework,2,Springer,PublishedIn
1775,A methodology for security assurance-driven system development,2,Springer,PublishedIn
1776,Commitment analysis to operationalize software requirements from privacy policies,2,Springer,PublishedIn
1777,A privacy threat analysis framework: supporting the elicitation and fulfillment of privacy requirements,2,Springer,PublishedIn
1778,Semantic decoupling: reducing the impact of requirement changes,2,Springer,PublishedIn
1779,An approach to capture authorisation requirements in business processes,2,Springer,PublishedIn
1780,A goal-based framework for contextual requirements modeling and analysis,2,Springer,PublishedIn
1781,A framework to improve communication during the requirements elicitation process in GSD projects,2,Springer,PublishedIn
1782,An integrated approach for requirement selection and scheduling in software release planning,2,Springer,PublishedIn
1783,On confusion between requirements and their representations,2,Springer,PublishedIn
1784,Assessing traceability of software engineering artifacts,2,Springer,PublishedIn
1785,Understanding the human context in requirements elicitation,2,Springer,PublishedIn
1786,When-to-release decisions for features with time-dependent value functions,2,Springer,PublishedIn
1787,Developing comprehensive acceptance tests from use cases and robustness diagrams,2,Springer,PublishedIn
1788,Introduction to the RE’09 special issue,2,Springer,PublishedIn
1789,A controlled experiment to assess the impact of system architectures on new system requirements,2,Springer,PublishedIn
1790,RELAX: a language to address uncertainty in self-adaptive systems requirement,2,Springer,PublishedIn
1791,Deconstructing the semantics of big-step modelling languages,2,Springer,PublishedIn
1792,Modeling and detecting semantic-based interactions in aspect-oriented scenarios,2,Springer,PublishedIn
1793,Visual syntax does matter: improving the cognitive effectiveness of the i* visual notation,2,Springer,PublishedIn
1794,"Guest editorial: security requirements engineering: past, present and future",2,Springer,PublishedIn
1795,"Eliciting security requirements and tracing them to design: an integration of Common Criteria, heuristics, and UMLsec",2,Springer,PublishedIn
1796,A comparison of security requirements engineering methods,2,Springer,PublishedIn
1797,Evaluating existing security and privacy requirements for legal compliance,2,Springer,PublishedIn
1798,"A vulnerability-centric requirements engineering framework: analyzing security attacks, countermeasures, and requirements based on vulnerabilities",2,Springer,PublishedIn
1799,A UML-based static verification framework for security,2,Springer,PublishedIn
1800,Introduction to the RE’08 special issue,2,Springer,PublishedIn
1801,Formal semantic conflict detection in aspect-oriented requirements,2,Springer,PublishedIn
1802,Experiential learning approach for requirements engineering education,2,Springer,PublishedIn
1803,"A search based approach to fairness analysis in requirement assignments to aid negotiation, mediation and decision making",2,Springer,PublishedIn
1804,Technology transfer decision support in requirements engineering research: a systematic review of REj,2,Springer,PublishedIn
1805,Investigating business-IT alignment through multi-disciplinary goal concepts,2,Springer,PublishedIn
1806,Methodologies to evolve formal specifications through refinement and retrenchment in an analysis–revision cycle,2,Springer,PublishedIn
1807,Requirements engineering for multi-channel services: the SEB method and its application to a multi-channel bank,2,Springer,PublishedIn
1808,Guest Editor’s Introduction,2,Springer,PublishedIn
1809,Exploring how to use scenarios to discover requirements,2,Springer,PublishedIn
1810,Linking business and requirements engineering: is solution planning a missing activity in software product companies?,2,Springer,PublishedIn
1811,Towards automated requirements prioritization and triage,2,Springer,PublishedIn
1812,Validating software requirements with enactable use case descriptions,2,Springer,PublishedIn
1813,Designing socio-technical systems: from stakeholder goals to social networks,2,Springer,PublishedIn
1814,A semiotic analysis of unified modeling language graphical notations,2,Springer,PublishedIn
1815,An integrated domain analysis approach for teleoperated systems,2,Springer,PublishedIn
1816,Managing requirements inter-dependency for software product line derivation,2,Springer,PublishedIn
1817,The case against a positivist philosophy of requirements engineering,2,Springer,PublishedIn
1818,Method for stakeholder identification in interorganizational environments,2,Springer,PublishedIn
1819,Portraying the practice of decision-making in requirements engineering: a case of large scale bespoke development,2,Springer,PublishedIn
1820,Requirements for tools for ambiguity identification and measurement in natural language requirements specifications,2,Springer,PublishedIn
1821,Composing requirements specifications from multiple prioritized sources,2,Springer,PublishedIn
1822,Addressing privacy requirements in system design: the PriS method,2,Springer,PublishedIn
1823,A cognitive semantics for the association construct,2,Springer,PublishedIn
1824,A case study validation of a knowledge-based approach for the selection of requirements engineering techniques,2,Springer,PublishedIn
1825,Clear justification of modeling decisions for goal-oriented requirements engineering,2,Springer,PublishedIn
1826,Sensitivity analysis in the process of COTS mismatch-handling,2,Springer,PublishedIn
1827,MOQARE: misuse-oriented quality requirements engineering,2,Springer,PublishedIn
1828,An approach to engineering the requirements of data warehouses,2,Springer,PublishedIn
1829,Advanced product planning: a comprehensive process for systemic definition of new product requirements,2,Springer,PublishedIn
1830,Generating Natural Language specifications from UML class diagrams,2,Springer,PublishedIn
1831,The future of information systems engineering,2,Springer,PublishedIn
1832,Unified use case statecharts: case studies,2,Springer,PublishedIn
1833,Design and implementation of a smart system for personalization and accurate selection of mobile services,2,Springer,PublishedIn
1834,Cognitive complexity in data modeling: causes and recommendations,2,Springer,PublishedIn
1835,Web-based systems design: a study of contemporary practices and an explanatory framework based on “method-in-action”,2,Springer,PublishedIn
1836,Assessing critical functional and non-functional requirements for web-based procurement systems: a comprehensive survey,2,Springer,PublishedIn
1837,MiHOS: an approach to support handling the mismatches between system requirements and COTS products,2,Springer,PublishedIn
1838,A field study of the requirements engineering practice in Australian software industry,2,Springer,PublishedIn
1839,Industry evaluation of the Requirements Abstraction Model,2,Springer,PublishedIn
1840,Ten years of Australian workshop on requirements engineering,2,Springer,PublishedIn
1841,"Business analysis and requirements engineering: the same, only different?",2,Springer,PublishedIn
1842,Introduction to the RE’06 special issue,2,Springer,PublishedIn
1843,Requirement progression in problem frames: deriving specifications from requirements,2,Springer,PublishedIn
1844,Multi-level feature trees,2,Springer,PublishedIn
1845,Automated classification of non-functional requirements ,2,Springer,PublishedIn
1846,Analogy-based domain analysis approach to software reuse,2,Springer,PublishedIn
1847,A domain model of Web recommender systems based on usage mining and collaborative filtering,2,Springer,PublishedIn
1848,Using obstacle analysis to identify contingency requirements on an unpiloted aerial vehicle,2,Springer,PublishedIn
1849,Requirements engineering in health care: the example of chemotherapy planning in paediatric oncology,2,Springer,PublishedIn
1850,On generic method models,2,Springer,PublishedIn
1851,The methodological soundness of requirements engineering papers: a conceptual framework and two case studies,2,Springer,PublishedIn
1852,Articulation of information requirements for personalised knowledge construction,2,Springer,PublishedIn
1853,Guidelines for the incremental identification of aspects in requirements specifications,2,Springer,PublishedIn
1854,Introduction to the best research papers from RE’05,2,Springer,PublishedIn
1855,View merging in the presence of incompleteness and inconsistency,2,Springer,PublishedIn
1856,PC-RE: a method for personal and contextual requirements engineering with some experience,2,Springer,PublishedIn
1857,A requirements engineering framework for cross-organizational ERP systems,2,Springer,PublishedIn
1858,Feature-driven requirement dependency analysis and high-level software design,2,Springer,PublishedIn
1859,The RE’04 conference,2,Springer,PublishedIn
1860,Aybüke Aurum and Claes Wohlin (eds): Engineering and managing software requirements,2,Springer,PublishedIn
1861,COTS tenders and integration requirements,2,Springer,PublishedIn
1862,Using trust assumptions with security requirements,2,Springer,PublishedIn
1863,Goal and scenario validation: a fluent combination,2,Springer,PublishedIn
