AID,Author_Name,IID,Institute_Name,RelationshipType
3726, S. R. Tockey,1287,"Jet Propulsion Laboratory, Iowa State University, USA; Iowa State University, USA; Iowa State University, USA; Rockwell Avionics and Communication stockey, USA; Rockwell Avionics and Communication stockey, USA",AffiliatedWith
950,T. Hammer,1288,"NASA Goddard Space Flight Center, USA; SATC Unisys, USA",AffiliatedWith
2289, L. Huffman,1288,"NASA Goddard Space Flight Center, USA; SATC Unisys, USA",AffiliatedWith
805,Xiping Song,1289,"Siemens Corporate Research, Inc., Princeton, NJ, USA; Siemens Corporate Research, Inc., Princeton, NJ, USA; Siemens Corporate Research, Inc., Princeton, NJ, USA; Siemens Corporate Research, Inc., Princeton, NJ, USA",AffiliatedWith
2290, B. Hasling,1289,"Siemens Corporate Research, Inc., Princeton, NJ, USA; Siemens Corporate Research, Inc., Princeton, NJ, USA; Siemens Corporate Research, Inc., Princeton, NJ, USA; Siemens Corporate Research, Inc., Princeton, NJ, USA",AffiliatedWith
3127, G. Mangla,1289,"Siemens Corporate Research, Inc., Princeton, NJ, USA; Siemens Corporate Research, Inc., Princeton, NJ, USA; Siemens Corporate Research, Inc., Princeton, NJ, USA; Siemens Corporate Research, Inc., Princeton, NJ, USA",AffiliatedWith
3606, B. Sherman,1289,"Siemens Corporate Research, Inc., Princeton, NJ, USA; Siemens Corporate Research, Inc., Princeton, NJ, USA; Siemens Corporate Research, Inc., Princeton, NJ, USA; Siemens Corporate Research, Inc., Princeton, NJ, USA",AffiliatedWith
951,A. Russo,1290,"Department of Computing, Imperial College London, London, UK; Department of Computing, Imperial College London, London, UK; Department of Computing, Imperial College London, London, UK",AffiliatedWith
2129, B. Nuseibeh,1290,"Department of Computing, Imperial College London, London, UK; Department of Computing, Imperial College London, London, UK; Department of Computing, Imperial College London, London, UK",AffiliatedWith
3075, J. Kramer,1290,"Department of Computing, Imperial College London, London, UK; Department of Computing, Imperial College London, London, UK; Department of Computing, Imperial College London, London, UK",AffiliatedWith
952,I. Hooks,1291,"Compliance Automation, Inc., Houston, TX, USA",AffiliatedWith
953,N. Millard,1292,"BT Laboratories, Ipswich, UK; BT Laboratories, Ipswich, UK; BT Laboratories, Ipswich, UK",AffiliatedWith
2082, P. Lynch,1292,"BT Laboratories, Ipswich, UK; BT Laboratories, Ipswich, UK; BT Laboratories, Ipswich, UK",AffiliatedWith
3128, K. Tracey,1292,"BT Laboratories, Ipswich, UK; BT Laboratories, Ipswich, UK; BT Laboratories, Ipswich, UK",AffiliatedWith
954,I. Sommerville,1099,"Computing Department, Lancaster University, Lancaster, UK; Computing Department, Lancaster University, Lancaster, UK; Computing Department, Lancaster University, Lancaster, UK",AffiliatedWith
1585, P. Sawyer,1099,"Computing Department, Lancaster University, Lancaster, UK; Computing Department, Lancaster University, Lancaster, UK; Computing Department, Lancaster University, Lancaster, UK",AffiliatedWith
3129, S. Viller,1099,"Computing Department, Lancaster University, Lancaster, UK; Computing Department, Lancaster University, Lancaster, UK; Computing Department, Lancaster University, Lancaster, UK",AffiliatedWith
860,W. N. Robinson,1226,"Department of Computer Information Systems, Georgia State University, Atlanta, GA, USA; Department of Computer Information Systems, Georgia State University, Atlanta, GA, USA",AffiliatedWith
2291, S. Pawlowski,1226,"Department of Computer Information Systems, Georgia State University, Atlanta, GA, USA; Department of Computer Information Systems, Georgia State University, Atlanta, GA, USA",AffiliatedWith
955,C. Kop,1293,"Department of Applied Informatics and Information Systems, University of klagenfurt, Klagenfurt, Austria; Department of Applied Informatics and Information Systems, University of klagenfurt, Klagenfurt, Austria",AffiliatedWith
2292, H. C. Mayr,1293,"Department of Applied Informatics and Information Systems, University of klagenfurt, Klagenfurt, Austria; Department of Applied Informatics and Information Systems, University of klagenfurt, Klagenfurt, Austria",AffiliatedWith
956,M. J. Loomes,1294,"Department of Computer Science, University of Herfordshire, Hatfield, UK; Department of Computer Science, University of Herfordshire, Hatfield, UK",AffiliatedWith
2005, S. Jones,1294,"Department of Computer Science, University of Herfordshire, Hatfield, UK; Department of Computer Science, University of Herfordshire, Hatfield, UK",AffiliatedWith
957,M. Haglind,1295,"Department of Industrial Control Systems, KTH, Royal Institute of Technology, Stockholm, Sweden; Department of Industrial Control Systems, KTH, Royal Institute of Technology, Stockholm, Sweden; Systems Engineering Lab, Ericsson Radio Systems AB, Linkoping, Sweden",AffiliatedWith
2293, L. Johansson,1295,"Department of Industrial Control Systems, KTH, Royal Institute of Technology, Stockholm, Sweden; Department of Industrial Control Systems, KTH, Royal Institute of Technology, Stockholm, Sweden; Systems Engineering Lab, Ericsson Radio Systems AB, Linkoping, Sweden",AffiliatedWith
3130, M. Rantzer,1295,"Department of Industrial Control Systems, KTH, Royal Institute of Technology, Stockholm, Sweden; Department of Industrial Control Systems, KTH, Royal Institute of Technology, Stockholm, Sweden; Systems Engineering Lab, Ericsson Radio Systems AB, Linkoping, Sweden",AffiliatedWith
958,R. C. Smith,1296,"Cellular Switching Products, Motorola, Arlington Heights, IL, USA",AffiliatedWith
934,S. J. Greenspan,1297,"GTE Laboratories, Inc., Waltham, MA, USA",AffiliatedWith
959,P. Morris,1298,"Joint Research Centre, Varese, Italy; Joint Research Centre, Varese, Italy; Joint Research Centre, Varese, Italy",AffiliatedWith
2294, M. Masera,1298,"Joint Research Centre, Varese, Italy; Joint Research Centre, Varese, Italy; Joint Research Centre, Varese, Italy",AffiliatedWith
3131, M. Wilikens,1298,"Joint Research Centre, Varese, Italy; Joint Research Centre, Varese, Italy; Joint Research Centre, Varese, Italy",AffiliatedWith
960,P. Fowler,1299,"Software Engineering Institute, USA; Software Engineering Institute and Process Advantage Technology, USA; Software Engineering Institute, USA; Software Engineering Institute, USA",AffiliatedWith
2295, M. Patrick,1299,"Software Engineering Institute, USA; Software Engineering Institute and Process Advantage Technology, USA; Software Engineering Institute, USA; Software Engineering Institute, USA",AffiliatedWith
3132, A. Carleton,1299,"Software Engineering Institute, USA; Software Engineering Institute and Process Advantage Technology, USA; Software Engineering Institute, USA; Software Engineering Institute, USA",AffiliatedWith
3607, B. Merrin,1299,"Software Engineering Institute, USA; Software Engineering Institute and Process Advantage Technology, USA; Software Engineering Institute, USA; Software Engineering Institute, USA",AffiliatedWith
961,N. A. M. Maiden,1300,"Centre for Human-Computer Interface Design, City University, London, UK; Centre for Human-Computer Interface Design, City University, London, UK; Centre for Human-Computer Interface Design, City University, London, UK; Centre for Human-Computer Interface Design, City University, London, UK",AffiliatedWith
2296, S. Minocha,1300,"Centre for Human-Computer Interface Design, City University, London, UK; Centre for Human-Computer Interface Design, City University, London, UK; Centre for Human-Computer Interface Design, City University, London, UK; Centre for Human-Computer Interface Design, City University, London, UK",AffiliatedWith
3133, K. Manning,1300,"Centre for Human-Computer Interface Design, City University, London, UK; Centre for Human-Computer Interface Design, City University, London, UK; Centre for Human-Computer Interface Design, City University, London, UK; Centre for Human-Computer Interface Design, City University, London, UK",AffiliatedWith
2298, M. Ryan,1300,"Centre for Human-Computer Interface Design, City University, London, UK; Centre for Human-Computer Interface Design, City University, London, UK; Centre for Human-Computer Interface Design, City University, London, UK; Centre for Human-Computer Interface Design, City University, London, UK",AffiliatedWith
152,H. Kaindl,1301,"Siemens AG, Osterreich, Vienna, Austria; Siemens AG, Osterreich, Vienna, Austria; Mohsgasse, Vienna, Austria",AffiliatedWith
2297, S. Kramer,1301,"Siemens AG, Osterreich, Vienna, Austria; Siemens AG, Osterreich, Vienna, Austria; Mohsgasse, Vienna, Austria",AffiliatedWith
3134, R. Kacsich,1301,"Siemens AG, Osterreich, Vienna, Austria; Siemens AG, Osterreich, Vienna, Austria; Mohsgasse, Vienna, Austria",AffiliatedWith
962,A. G. Sutcliffe,1302,"Cass Business School, London, London, GB; NA",AffiliatedWith
2298, M. Ryan,1302,"Cass Business School, London, London, GB; NA",AffiliatedWith
125,X. Franch,1303,"Department Llenguatges i Sistemes Informàtics, Universitat Poliltècnica de Catalunya, Catalonia, Spain",AffiliatedWith
963,M. T. Gaska,1304,"Lockheed Martin Federal Systems-Owego, Owego, NY, USA; Department of Systems Science and Industrial, Binghamton University, USA",AffiliatedWith
2008, D. C. Gause,1304,"Lockheed Martin Federal Systems-Owego, Owego, NY, USA; Department of Systems Science and Industrial, Binghamton University, USA",AffiliatedWith
964,R. Lecoeuche,1305,"Department of Artificial Intelligence, University of Edinburgh, Edinburgh, UK; Department of Artificial Intelligence, University of Edinburgh, Edinburgh, UK; Department of Artificial Intelligence, University of Edinburgh, Edinburgh, UK",AffiliatedWith
2299, C. Mellish,1305,"Department of Artificial Intelligence, University of Edinburgh, Edinburgh, UK; Department of Artificial Intelligence, University of Edinburgh, Edinburgh, UK; Department of Artificial Intelligence, University of Edinburgh, Edinburgh, UK",AffiliatedWith
3135, D. Robertson,1305,"Department of Artificial Intelligence, University of Edinburgh, Edinburgh, UK; Department of Artificial Intelligence, University of Edinburgh, Edinburgh, UK; Department of Artificial Intelligence, University of Edinburgh, Edinburgh, UK",AffiliatedWith
949,R. C. Linger,1306,"Software Engineering Institute, Carnegie Mellon University, USA; Software Engineering Institute, Carnegie Mellon University, USA",AffiliatedWith
2300, P. Chair,1306,"Software Engineering Institute, Carnegie Mellon University, USA; Software Engineering Institute, Carnegie Mellon University, USA",AffiliatedWith
965,N. G. Leveson,1307,"Department of Computer Science and Engineering, University of Washington, USA",AffiliatedWith
966,K. Koogan Breitman,1308,"Departamento de Informática, PUC-Rio, Rio de Janeiro, Brazil; Departamento de Informática, PUC-Rio, Rio de Janeiro, Brazil",AffiliatedWith
2301, J. C. S. d. Leite,1308,"Departamento de Informática, PUC-Rio, Rio de Janeiro, Brazil; Departamento de Informática, PUC-Rio, Rio de Janeiro, Brazil",AffiliatedWith
967,K. Weidenhaupt,1309,"RWTH Aachen, Aachen, Germany; RWTH Aachen, Aachen, Germany; RWTH Aachen, Aachen, Germany; RWTH Aachen, Aachen, Germany",AffiliatedWith
2071, K. Pohl,1309,"RWTH Aachen, Aachen, Germany; RWTH Aachen, Aachen, Germany; RWTH Aachen, Aachen, Germany; RWTH Aachen, Aachen, Germany",AffiliatedWith
2988, M. Jarke,1309,"RWTH Aachen, Aachen, Germany; RWTH Aachen, Aachen, Germany; RWTH Aachen, Aachen, Germany; RWTH Aachen, Aachen, Germany",AffiliatedWith
3608, P. Haumer,1309,"RWTH Aachen, Aachen, Germany; RWTH Aachen, Aachen, Germany; RWTH Aachen, Aachen, Germany; RWTH Aachen, Aachen, Germany",AffiliatedWith
968,P. Forsgren,1310,"Department of Industrial Control Systems, Royal Institute of Technology, Stockholm, Sweden; Department of Industrial Control Systems, Royal Institute of Technology, Stockholm, Sweden",AffiliatedWith
2302, A. Daugulis,1310,"Department of Industrial Control Systems, Royal Institute of Technology, Stockholm, Sweden; Department of Industrial Control Systems, Royal Institute of Technology, Stockholm, Sweden",AffiliatedWith
969,W. Lam,1311,"Department of Computer Science, University of Herfordshire, Hatfield, UK; Department of Computer Science, University of Herfordshire, Hatfield, UK; Department of Computer Science, University of Herfordshire, Hatfield, UK",AffiliatedWith
2005, S. Jones,1311,"Department of Computer Science, University of Herfordshire, Hatfield, UK; Department of Computer Science, University of Herfordshire, Hatfield, UK; Department of Computer Science, University of Herfordshire, Hatfield, UK",AffiliatedWith
2304, C. Britton,1311,"Department of Computer Science, University of Herfordshire, Hatfield, UK; Department of Computer Science, University of Herfordshire, Hatfield, UK; Department of Computer Science, University of Herfordshire, Hatfield, UK",AffiliatedWith
961,N. A. M. Maiden,1312,"Centre for Human-Computer Interface Design, City University, London, UK; Centre for Human-Computer Interface Design, City University, London, UK",AffiliatedWith
2094, C. Ncube,1312,"Centre for Human-Computer Interface Design, City University, London, UK; Centre for Human-Computer Interface Design, City University, London, UK",AffiliatedWith
970,L. A. Macaulay,1313,"University of Manchester Institute of Science and Technology, England; NA",AffiliatedWith
2303, S. Roche,1313,"University of Manchester Institute of Science and Technology, England; NA",AffiliatedWith
971,B. Lawrence,1314,"Coyote Valley Software Consulting, San Jose, CA, USA",AffiliatedWith
972,E. Hudlicka,1297,"GTE Laboratories, Inc., Waltham, MA, USA",AffiliatedWith
689,S. Jones,1315,"School of Information Sciences, University of Herfordshire, Hatfield, UK; School of Information Sciences, University of Herfordshire, Hatfield, UK",AffiliatedWith
2304, C. Britton,1315,"School of Information Sciences, University of Herfordshire, Hatfield, UK; School of Information Sciences, University of Herfordshire, Hatfield, UK",AffiliatedWith
932,M. Saeki,1316,"Department of Computer Science, Tokyo Institute of Technology, Japan Advanced Institute of Science and Technology, Hokuriku, Japan; Department of Computer Science, Tokyo Institute of Technology, Japan Advanced Institute of Science and Technology, Hokuriku, Japan; Department of Computer Science, Tokyo Institute of Technology, Japan Advanced Institute of Science and Technology, Hokuriku, Japan; School of Information Science, Japan Advanced Institute of Science and Technology, Hokuriku, Japan",AffiliatedWith
2305, K. Matsumura,1316,"Department of Computer Science, Tokyo Institute of Technology, Japan Advanced Institute of Science and Technology, Hokuriku, Japan; Department of Computer Science, Tokyo Institute of Technology, Japan Advanced Institute of Science and Technology, Hokuriku, Japan; Department of Computer Science, Tokyo Institute of Technology, Japan Advanced Institute of Science and Technology, Hokuriku, Japan; School of Information Science, Japan Advanced Institute of Science and Technology, Hokuriku, Japan",AffiliatedWith
3136, J. Shimoda,1316,"Department of Computer Science, Tokyo Institute of Technology, Japan Advanced Institute of Science and Technology, Hokuriku, Japan; Department of Computer Science, Tokyo Institute of Technology, Japan Advanced Institute of Science and Technology, Hokuriku, Japan; Department of Computer Science, Tokyo Institute of Technology, Japan Advanced Institute of Science and Technology, Hokuriku, Japan; School of Information Science, Japan Advanced Institute of Science and Technology, Hokuriku, Japan",AffiliatedWith
3609, H. Kaiya,1316,"Department of Computer Science, Tokyo Institute of Technology, Japan Advanced Institute of Science and Technology, Hokuriku, Japan; Department of Computer Science, Tokyo Institute of Technology, Japan Advanced Institute of Science and Technology, Hokuriku, Japan; Department of Computer Science, Tokyo Institute of Technology, Japan Advanced Institute of Science and Technology, Hokuriku, Japan; School of Information Science, Japan Advanced Institute of Science and Technology, Hokuriku, Japan",AffiliatedWith
973,K. Takahashi,1317,"NTT Software Laboratories, Nippon Telegraph and Telephone Corporation, Japan; College of Computing, Georgia Institute of Technology, USA; M/Cast Communications, Inc.; NTT Software Laboratories, Nippon Telegraph and Telephone Corporation, Japan; NTT Software Laboratories, Nippon Telegraph and Telephone Corporation, Japan",AffiliatedWith
2306, C. Potts,1317,"NTT Software Laboratories, Nippon Telegraph and Telephone Corporation, Japan; College of Computing, Georgia Institute of Technology, USA; M/Cast Communications, Inc.; NTT Software Laboratories, Nippon Telegraph and Telephone Corporation, Japan; NTT Software Laboratories, Nippon Telegraph and Telephone Corporation, Japan",AffiliatedWith
3137, V. Kumar,1317,"NTT Software Laboratories, Nippon Telegraph and Telephone Corporation, Japan; College of Computing, Georgia Institute of Technology, USA; M/Cast Communications, Inc.; NTT Software Laboratories, Nippon Telegraph and Telephone Corporation, Japan; NTT Software Laboratories, Nippon Telegraph and Telephone Corporation, Japan",AffiliatedWith
3610, K. Ota,1317,"NTT Software Laboratories, Nippon Telegraph and Telephone Corporation, Japan; College of Computing, Georgia Institute of Technology, USA; M/Cast Communications, Inc.; NTT Software Laboratories, Nippon Telegraph and Telephone Corporation, Japan; NTT Software Laboratories, Nippon Telegraph and Telephone Corporation, Japan",AffiliatedWith
3727, J. D. Smith,1317,"NTT Software Laboratories, Nippon Telegraph and Telephone Corporation, Japan; College of Computing, Georgia Institute of Technology, USA; M/Cast Communications, Inc.; NTT Software Laboratories, Nippon Telegraph and Telephone Corporation, Japan; NTT Software Laboratories, Nippon Telegraph and Telephone Corporation, Japan",AffiliatedWith
88,R. R. Lutz,1318,"California Institute of Technology, Jet Propulsion Laboratory, Pasadena, CA, USA; California Institute of Technology, Jet Propulsion Laboratory, Pasadena, CA, USA",AffiliatedWith
2307, R. M. Woodhouse,1318,"California Institute of Technology, Jet Propulsion Laboratory, Pasadena, CA, USA; California Institute of Technology, Jet Propulsion Laboratory, Pasadena, CA, USA",AffiliatedWith
974,D. W. Bustard,1319,"School of Information and Software Engineering, University of Ulster, Coleraine, UK; School of Information and Software Engineering, University of Ulster, Coleraine, UK; Systems Engineering Centre, British Telecommunications, Belfast, UK",AffiliatedWith
2308, T. J. Dobbin,1319,"School of Information and Software Engineering, University of Ulster, Coleraine, UK; School of Information and Software Engineering, University of Ulster, Coleraine, UK; Systems Engineering Centre, British Telecommunications, Belfast, UK",AffiliatedWith
3138, B. N. Carey,1319,"School of Information and Software Engineering, University of Ulster, Coleraine, UK; School of Information and Software Engineering, University of Ulster, Coleraine, UK; Systems Engineering Centre, British Telecommunications, Belfast, UK",AffiliatedWith
975,D. A. Rawsthorne,1320,"Denver Univ., CO, USA",AffiliatedWith
976,M. Hill,1321,"Defence Research Agency, Worcestershire, UK",AffiliatedWith
716,K. Pohl,1322,"RWTH Aachen, Aachen, Germany",AffiliatedWith
977,C. R. Nobe,1323,"Boeing Commercial Airplane Group, USA; Boeing Commercial Airplane Group, USA",AffiliatedWith
2309, W. E. Warner,1323,"Boeing Commercial Airplane Group, USA; Boeing Commercial Airplane Group, USA",AffiliatedWith
978,J. F. Leathrum,1324,"Software Standards and Technology Laboratory, Clemson University, Clemson, SC, USA; Software Standards and Technology Laboratory, Clemson University, Clemson, SC, USA",AffiliatedWith
2310, K. A. Liburdy,1324,"Software Standards and Technology Laboratory, Clemson University, Clemson, SC, USA; Software Standards and Technology Laboratory, Clemson University, Clemson, SC, USA",AffiliatedWith
979,J. Karlsson,1325,"Soft Laboratory, Linkoping, Sweden",AffiliatedWith
980,J. Vanwelkenhuysen,1326,"INRIA, Sophia-Antipolis, France",AffiliatedWith
981,P. Hsia,1327,"Computer Science and Engineering Department, University of Texas, Arlington, Arlington, TX, USA; Computer Science and Engineering Department, University of Texas, Arlington, Arlington, TX, USA; Computer Science and Engineering Department, University of Texas, Arlington, Arlington, TX, USA; Computer Science and Engineering Department, University of Texas, Arlington, Arlington, TX, USA",AffiliatedWith
2311, C. T. Hsu,1327,"Computer Science and Engineering Department, University of Texas, Arlington, Arlington, TX, USA; Computer Science and Engineering Department, University of Texas, Arlington, Arlington, TX, USA; Computer Science and Engineering Department, University of Texas, Arlington, Arlington, TX, USA; Computer Science and Engineering Department, University of Texas, Arlington, Arlington, TX, USA",AffiliatedWith
3139, D. C. Kung,1327,"Computer Science and Engineering Department, University of Texas, Arlington, Arlington, TX, USA; Computer Science and Engineering Department, University of Texas, Arlington, Arlington, TX, USA; Computer Science and Engineering Department, University of Texas, Arlington, Arlington, TX, USA; Computer Science and Engineering Department, University of Texas, Arlington, Arlington, TX, USA",AffiliatedWith
3611, L. B. Holder,1327,"Computer Science and Engineering Department, University of Texas, Arlington, Arlington, TX, USA; Computer Science and Engineering Department, University of Texas, Arlington, Arlington, TX, USA; Computer Science and Engineering Department, University of Texas, Arlington, Arlington, TX, USA; Computer Science and Engineering Department, University of Texas, Arlington, Arlington, TX, USA",AffiliatedWith
894,A. I. Anton,1328,"College of Computing, Georgia Institute of Technology, Atlanta, GA, USA",AffiliatedWith
982,P. Carlshamre,1329,"Department of Computer and Information Science, Linköping University, Linkoping, Sweden; Department of Computer and Information Science, Linköping University, Linkoping, Sweden",AffiliatedWith
2312, J. Karlsson,1329,"Department of Computer and Information Science, Linköping University, Linkoping, Sweden; Department of Computer and Information Science, Linköping University, Linkoping, Sweden",AffiliatedWith
983,L. Macaulay,1330,"Department of Computation, University of Manchester, Institute of Science and Technology, Manchester, UK",AffiliatedWith
984,E. A. White,1331,"Bellcore, Piscataway, NJ, USA; Bellcore, Piscataway, NJ, USA; Bellcore, Morristown, NJ, USA; Media Design Associates, Randolph, NJ, USA",AffiliatedWith
2313, H. T. Stump,1331,"Bellcore, Piscataway, NJ, USA; Bellcore, Piscataway, NJ, USA; Bellcore, Morristown, NJ, USA; Media Design Associates, Randolph, NJ, USA",AffiliatedWith
3140, L. A. Ness,1331,"Bellcore, Piscataway, NJ, USA; Bellcore, Piscataway, NJ, USA; Bellcore, Morristown, NJ, USA; Media Design Associates, Randolph, NJ, USA",AffiliatedWith
3612, D. W. Schultz,1331,"Bellcore, Piscataway, NJ, USA; Bellcore, Piscataway, NJ, USA; Bellcore, Morristown, NJ, USA; Media Design Associates, Randolph, NJ, USA",AffiliatedWith
985,C. Rolland,1332,"Paris I Univ., France; C.R.I., University of Paris-1 Panthéon-Sorbonne, Paris, France",AffiliatedWith
2314, V. Plihon,1332,"Paris I Univ., France; C.R.I., University of Paris-1 Panthéon-Sorbonne, Paris, France",AffiliatedWith
986,L. D. Catledge,1333,"College of Computing, Georgia Institute of Technology, USA; College of Computing, Georgia Institute of Technology, USA",AffiliatedWith
2306, C. Potts,1333,"College of Computing, Georgia Institute of Technology, USA; College of Computing, Georgia Institute of Technology, USA",AffiliatedWith
987,R. M. Gonzales,1334,"Software Engineering Research Laboratory, Department of Computer Science, University of Colorado, Boulder, CO, USA; Software Engineering Research Laboratory, Department of Computer Science, University of Colorado, Boulder, CO, USA",AffiliatedWith
2315, A. L. Wolf,1334,"Software Engineering Research Laboratory, Department of Computer Science, University of Colorado, Boulder, CO, USA; Software Engineering Research Laboratory, Department of Computer Science, University of Colorado, Boulder, CO, USA",AffiliatedWith
988,G. Kosters,1335,"University of Hagen, Germany; University of Hagen, Germany; University of Hagen, Germany",AffiliatedWith
2316, H. . -W. Six,1335,"University of Hagen, Germany; University of Hagen, Germany; University of Hagen, Germany",AffiliatedWith
3141, J. Voss,1335,"University of Hagen, Germany; University of Hagen, Germany; University of Hagen, Germany",AffiliatedWith
989,R. E. M. Champion,1336,"Department of Information Systems, City University of Hong Kong, Kowloon, Hong Kong, China; Department of Information Systems, City University of Hong Kong, Kowloon, Hong Kong, China",AffiliatedWith
2317, T. T. Moores,1336,"Department of Information Systems, City University of Hong Kong, Kowloon, Hong Kong, China; Department of Information Systems, City University of Hong Kong, Kowloon, Hong Kong, China",AffiliatedWith
660,H. W. Nissen,1337,"RWTH Aachen, Aachen, Germany; RWTH Aachen, Aachen, Germany; RWTH Aachen, Aachen, Germany; USU GmBH, Germany; USU GmBH, Germany",AffiliatedWith
2318, M. A. Jeusfeld,1337,"RWTH Aachen, Aachen, Germany; RWTH Aachen, Aachen, Germany; RWTH Aachen, Aachen, Germany; USU GmBH, Germany; USU GmBH, Germany",AffiliatedWith
2988, M. Jarke,1337,"RWTH Aachen, Aachen, Germany; RWTH Aachen, Aachen, Germany; RWTH Aachen, Aachen, Germany; USU GmBH, Germany; USU GmBH, Germany",AffiliatedWith
3613, G. V. Zemanek,1337,"RWTH Aachen, Aachen, Germany; RWTH Aachen, Aachen, Germany; RWTH Aachen, Aachen, Germany; USU GmBH, Germany; USU GmBH, Germany",AffiliatedWith
3728, H. Huber,1337,"RWTH Aachen, Aachen, Germany; RWTH Aachen, Aachen, Germany; RWTH Aachen, Aachen, Germany; USU GmBH, Germany; USU GmBH, Germany",AffiliatedWith
990,B. Boehm,1338,"Computer Science Department and Center for Software Engineering, University of Southern California, Los Angeles, CA, USA; Computer Science Department and Center for Software Engineering, University of Southern California, Los Angeles, CA, USA",AffiliatedWith
2319, H. In,1338,"Computer Science Department and Center for Software Engineering, University of Southern California, Los Angeles, CA, USA; Computer Science Department and Center for Software Engineering, University of Southern California, Los Angeles, CA, USA",AffiliatedWith
991,F. A. C. Pinheiro,1339,"Programming Research Group, Oxford University, UK; Comput. Lab., Oxford Univ., UK",AffiliatedWith
2320, J. A. Goguen,1339,"Programming Research Group, Oxford University, UK; Comput. Lab., Oxford Univ., UK",AffiliatedWith
992,A. Ohnishi,1340,"Department of Computer Science Kusatsu, Ritsumeikan University, Kusatsu, Shiga, Japan",AffiliatedWith
993,M. Osborne,1341,"Department of Computer Science, University of York, York, UK; Dept. of Comput. Sci., York Univ., UK",AffiliatedWith
2321, C. K. MacNish,1341,"Department of Computer Science, University of York, York, UK; Dept. of Comput. Sci., York Univ., UK",AffiliatedWith
994,I. Santos,1342,"Ecola Superior de Tecnologia e Gestão, Instituto Politécnico de Viana do Castelo, Viana do Castelo, Portugal; Departamento de Informaticá, Universidade do Minho, Portugal",AffiliatedWith
2322, J. A. Carvalho,1342,"Ecola Superior de Tecnologia e Gestão, Instituto Politécnico de Viana do Castelo, Viana do Castelo, Portugal; Departamento de Informaticá, Universidade do Minho, Portugal",AffiliatedWith
988,G. Kosters,1343,"Department of Computer Science, University of Hagen, Hagen, Germany; Department of Computer Science, University of Hagen, Hagen, Germany; Department of Computer Science, University of Hagen, Hagen, Germany",AffiliatedWith
2323, B. . -U. Pagel,1343,"Department of Computer Science, University of Hagen, Hagen, Germany; Department of Computer Science, University of Hagen, Hagen, Germany; Department of Computer Science, University of Hagen, Hagen, Germany",AffiliatedWith
2316, H. . -W. Six,1343,"Department of Computer Science, University of Hagen, Hagen, Germany; Department of Computer Science, University of Hagen, Hagen, Germany; Department of Computer Science, University of Hagen, Hagen, Germany",AffiliatedWith
995,B. Belkhouche,1344,"Department of Computer Science, Tulane University, New Orleans, LA, USA; Computer Science Department, Tulane University, New Orleans, LA, USA",AffiliatedWith
2324, B. J. Geraci,1344,"Department of Computer Science, Tulane University, New Orleans, LA, USA; Computer Science Department, Tulane University, New Orleans, LA, USA",AffiliatedWith
996,C. Shekaran,1345,"GTE Laboratories, Inc., USA; Carnegie Mellon University, USA; Software Engineering Institute; Software Engineering Institute; Georgia Institute of Technology, USA; MITRE Corporation",AffiliatedWith
2325, D. Garlan,1345,"GTE Laboratories, Inc., USA; Carnegie Mellon University, USA; Software Engineering Institute; Software Engineering Institute; Georgia Institute of Technology, USA; MITRE Corporation",AffiliatedWith
2050, M. Jackson,1345,"GTE Laboratories, Inc., USA; Carnegie Mellon University, USA; Software Engineering Institute; Software Engineering Institute; Georgia Institute of Technology, USA; MITRE Corporation",AffiliatedWith
2287, N. R. Mead,1345,"GTE Laboratories, Inc., USA; Carnegie Mellon University, USA; Software Engineering Institute; Software Engineering Institute; Georgia Institute of Technology, USA; MITRE Corporation",AffiliatedWith
2306, C. Potts,1345,"GTE Laboratories, Inc., USA; Carnegie Mellon University, USA; Software Engineering Institute; Software Engineering Institute; Georgia Institute of Technology, USA; MITRE Corporation",AffiliatedWith
3787, H. B. Reubenstein,1345,"GTE Laboratories, Inc., USA; Carnegie Mellon University, USA; Software Engineering Institute; Software Engineering Institute; Georgia Institute of Technology, USA; MITRE Corporation",AffiliatedWith
937,J. Siddiqi,1346,"School of Computing and Management Sciences, Sheffield Hallam University, UK; School of Computing and Management Sciences, Sheffield Hallam University, UK; Nottingham Trent University, UK; GPT Limited, Nottingham, UK",AffiliatedWith
2326, I. Morrey,1346,"School of Computing and Management Sciences, Sheffield Hallam University, UK; School of Computing and Management Sciences, Sheffield Hallam University, UK; Nottingham Trent University, UK; GPT Limited, Nottingham, UK",AffiliatedWith
3142, R. Hibberd,1346,"School of Computing and Management Sciences, Sheffield Hallam University, UK; School of Computing and Management Sciences, Sheffield Hallam University, UK; Nottingham Trent University, UK; GPT Limited, Nottingham, UK",AffiliatedWith
3614, G. Buckberry,1346,"School of Computing and Management Sciences, Sheffield Hallam University, UK; School of Computing and Management Sciences, Sheffield Hallam University, UK; Nottingham Trent University, UK; GPT Limited, Nottingham, UK",AffiliatedWith
997,A. Salek,1347,"Department of Computing Science, University of Alberta, Edmonton, Canada; Department of Computing Science, University of Alberta, Edmonton, Canada; Department of Computational Science, University of Saskatchewan, Saskatoon, Canada; Department of Computational Science, University of Saskatchewan, Saskatoon, Canada",AffiliatedWith
