Institute_Name,IID
"Software Engineering Institute, Carnegie Mellon University, USA; Software Engineering Institute, Carnegie Mellon University, USA",1306
"Department of Computer Science and Engineering, University of Washington, USA",1307
"Departamento de Informática, PUC-Rio, Rio de Janeiro, Brazil; Departamento de Informática, PUC-Rio, Rio de Janeiro, Brazil",1308
"RWTH Aachen, Aachen, Germany; RWTH Aachen, Aachen, Germany; RWTH Aachen, Aachen, Germany; RWTH Aachen, Aachen, Germany",1309
"Department of Industrial Control Systems, Royal Institute of Technology, Stockholm, Sweden; Department of Industrial Control Systems, Royal Institute of Technology, Stockholm, Sweden",1310
"Department of Computer Science, University of Herfordshire, Hatfield, UK; Department of Computer Science, University of Herfordshire, Hatfield, UK; Department of Computer Science, University of Herfordshire, Hatfield, UK",1311
"Centre for Human-Computer Interface Design, City University, London, UK; Centre for Human-Computer Interface Design, City University, London, UK",1312
"University of Manchester Institute of Science and Technology, England; NA",1313
"Coyote Valley Software Consulting, San Jose, CA, USA",1314
"School of Information Sciences, University of Herfordshire, Hatfield, UK; School of Information Sciences, University of Herfordshire, Hatfield, UK",1315
"Department of Computer Science, Tokyo Institute of Technology, Japan Advanced Institute of Science and Technology, Hokuriku, Japan; Department of Computer Science, Tokyo Institute of Technology, Japan Advanced Institute of Science and Technology, Hokuriku, Japan; Department of Computer Science, Tokyo Institute of Technology, Japan Advanced Institute of Science and Technology, Hokuriku, Japan; School of Information Science, Japan Advanced Institute of Science and Technology, Hokuriku, Japan",1316
"NTT Software Laboratories, Nippon Telegraph and Telephone Corporation, Japan; College of Computing, Georgia Institute of Technology, USA; M/Cast Communications, Inc.; NTT Software Laboratories, Nippon Telegraph and Telephone Corporation, Japan; NTT Software Laboratories, Nippon Telegraph and Telephone Corporation, Japan",1317
"California Institute of Technology, Jet Propulsion Laboratory, Pasadena, CA, USA; California Institute of Technology, Jet Propulsion Laboratory, Pasadena, CA, USA",1318
"School of Information and Software Engineering, University of Ulster, Coleraine, UK; School of Information and Software Engineering, University of Ulster, Coleraine, UK; Systems Engineering Centre, British Telecommunications, Belfast, UK",1319
"Denver Univ., CO, USA",1320
"Defence Research Agency, Worcestershire, UK",1321
"RWTH Aachen, Aachen, Germany",1322
"Boeing Commercial Airplane Group, USA; Boeing Commercial Airplane Group, USA",1323
"Software Standards and Technology Laboratory, Clemson University, Clemson, SC, USA; Software Standards and Technology Laboratory, Clemson University, Clemson, SC, USA",1324
"Soft Laboratory, Linkoping, Sweden",1325
"INRIA, Sophia-Antipolis, France",1326
"Computer Science and Engineering Department, University of Texas, Arlington, Arlington, TX, USA; Computer Science and Engineering Department, University of Texas, Arlington, Arlington, TX, USA; Computer Science and Engineering Department, University of Texas, Arlington, Arlington, TX, USA; Computer Science and Engineering Department, University of Texas, Arlington, Arlington, TX, USA",1327
"College of Computing, Georgia Institute of Technology, Atlanta, GA, USA",1328
"Department of Computer and Information Science, Linköping University, Linkoping, Sweden; Department of Computer and Information Science, Linköping University, Linkoping, Sweden",1329
"Department of Computation, University of Manchester, Institute of Science and Technology, Manchester, UK",1330
"Bellcore, Piscataway, NJ, USA; Bellcore, Piscataway, NJ, USA; Bellcore, Morristown, NJ, USA; Media Design Associates, Randolph, NJ, USA",1331
"Paris I Univ., France; C.R.I., University of Paris-1 Panthéon-Sorbonne, Paris, France",1332
"College of Computing, Georgia Institute of Technology, USA; College of Computing, Georgia Institute of Technology, USA",1333
"Software Engineering Research Laboratory, Department of Computer Science, University of Colorado, Boulder, CO, USA; Software Engineering Research Laboratory, Department of Computer Science, University of Colorado, Boulder, CO, USA",1334
"University of Hagen, Germany; University of Hagen, Germany; University of Hagen, Germany",1335
"Department of Information Systems, City University of Hong Kong, Kowloon, Hong Kong, China; Department of Information Systems, City University of Hong Kong, Kowloon, Hong Kong, China",1336
"RWTH Aachen, Aachen, Germany; RWTH Aachen, Aachen, Germany; RWTH Aachen, Aachen, Germany; USU GmBH, Germany; USU GmBH, Germany",1337
"Computer Science Department and Center for Software Engineering, University of Southern California, Los Angeles, CA, USA; Computer Science Department and Center for Software Engineering, University of Southern California, Los Angeles, CA, USA",1338
"Programming Research Group, Oxford University, UK; Comput. Lab., Oxford Univ., UK",1339
"Department of Computer Science Kusatsu, Ritsumeikan University, Kusatsu, Shiga, Japan",1340
"Department of Computer Science, University of York, York, UK; Dept. of Comput. Sci., York Univ., UK",1341
"Ecola Superior de Tecnologia e Gestão, Instituto Politécnico de Viana do Castelo, Viana do Castelo, Portugal; Departamento de Informaticá, Universidade do Minho, Portugal",1342
"Department of Computer Science, University of Hagen, Hagen, Germany; Department of Computer Science, University of Hagen, Hagen, Germany; Department of Computer Science, University of Hagen, Hagen, Germany",1343
"Department of Computer Science, Tulane University, New Orleans, LA, USA; Computer Science Department, Tulane University, New Orleans, LA, USA",1344
"GTE Laboratories, Inc., USA; Carnegie Mellon University, USA; Software Engineering Institute; Software Engineering Institute; Georgia Institute of Technology, USA; MITRE Corporation",1345
"School of Computing and Management Sciences, Sheffield Hallam University, UK; School of Computing and Management Sciences, Sheffield Hallam University, UK; Nottingham Trent University, UK; GPT Limited, Nottingham, UK",1346
"Department of Computing Science, University of Alberta, Edmonton, Canada; Department of Computing Science, University of Alberta, Edmonton, Canada; Department of Computational Science, University of Saskatchewan, Saskatoon, Canada; Department of Computational Science, University of Saskatchewan, Saskatoon, Canada",1347
"UFR 06, Université de Paris 1-Panthbon-Sorbonne, Paris, France",1348
"Department of Computer and Information Science, University of Oregon, Eugene, OR, USA; Department of Computer and Information Science, University of Oregon, Eugene, OR, USA",1349
"Computing Research Center, School of Computing & Management Sciences, Sheffield Hallam University, Sheffield, UK; Computing Research Center, School of Computing & Management Sciences, Sheffield Hallam University, Sheffield, UK",1350
"Data Processing Center, Kyoto University, Kyoto, Japan",1351
"Centre for Human-Computer Interface Design City University, London, UK; Centre for Human-Computer Interface Design City University, London, UK",1352
"Center for Software Systems Engineering, George Mason University, Fairfax, VA, USA; Center for Software Systems Engineering, George Mason University, Fairfax, VA, USA",1353
"Defence Research Agency, UK; Defence Research Agency, UK; Defence Research Agency, UK",1354
"Faculty of Electrical Engineering and Computer Science, Norwegian Institute of Technology, Trondheim, Norway; Faculty of Electrical Engineering and Computer Science, Norwegian Institute of Technology, Trondheim, Norway; Faculty of Electrical Engineering and Computer Science, Norwegian Institute of Technology, Trondheim, Norway; Faculty of Electrical Engineering and Computer Science, Norwegian Institute of Technology, Trondheim, Norway",1355
"Department of Computing Science, University of Newcastle, Newcastle-Upon-Tyne, UK; Department of Computing Science, University of Newcastle, Newcastle-Upon-Tyne, UK",1356
"Department of Computer and Systems Science, Royal Institute of Technology, Sweden; Department of Computer Science UFR 06, Université De Paris, Paris, France; Department of Computation, UMIST (University of Manchester Institute of Science and Technology), Manchester, UK; Dipartimento Di Elettronica E Informazione, Milano, Italy",1357
Alford Enterprises; NA; NA; NA; NA; NA,1358
"The I3Ae Dependable Computing Systems Centre and The Human Computer Interaction Group, Dcpartincnt of Computer Science, University of York, York, UK; The I3Ae Dependable Computing Systems Centre and The Human Computer Interaction Group, Dcpartincnt of Computer Science, University of York, York, UK; The I3Ae Dependable Computing Systems Centre and The Human Computer Interaction Group, Dcpartincnt of Computer Science, University of York, York, UK",1359
"Grumman Corporate Research Center, Bethpage, NY, USA",1360
"Carnegie Mellon University, Pittsburgh, PA, US; Software Eng. Inst., Carnegie Mellon Univ., Pittsburgh, PA, USA; Software Engineering Institute, Carnegie Mellon University, Pittsburgh, PA, USA; Software Engineering Institute, Carnegie Mellon University, Pittsburgh, PA, USA",1361
"Bell Communications Research, Inc., USA; Bell Communications Research, Inc., USA",1362
"Department of Medicine, St Thomas' Hospital, UMDS, London, UK; Dept. of Med., St. Thomas' Hospital, London, UK; Northampton Square, City University, London, UK; Northampton Square, City University, London, UK",1363
"Department of Computing, Imperial College of Science, Technology and Medicine, London, UK; Department of Computing, Imperial College of Science, Technology and Medicine, London, UK",1364
"Computer Science, Haifa, Israel; Computer Science, Haifa, Israel",1365
"USC Center for Software Enginering, Department of Computer Science, University of Southern California, Los Angeles, CA, USA; USC Center for Software Enginering, Department of Computer Science, University of Southern California, Los Angeles, CA, USA; USC Center for Software Enginering, Department of Computer Science, University of Southern California, Los Angeles, CA, USA; USC Center for Software Enginering, Department of Computer Science, University of Southern California, Los Angeles, CA, USA",1366
"International Software Systems, Inc., Austin, TX, USA; Rome Laboratory, NY, USA; Rome Laboratory, NY, USA; Rome Laboratory, NY, USA",1367
"Netcom/spl minus/Online Commun. Services; Flatland Computer Specialties, Inc., USA; Software Engineering Institute; NA; Ford Motor Company Limited, USA; Bellcore, USA; HQ Air Force Materiel Command; Computer Society Task Force, ECBS",1368
"Software Engineering Institute, Carnegie Mellon University, Pittsburgh, PA, USA; Software Engineering Institute, Carnegie Mellon University, Pittsburgh, PA, USA; Software Engineering Institute, Carnegie Mellon University, Pittsburgh, PA, USA",1369
"Computer Engineering Department, Polytechnic School of University of Sao Paula, Brazil",1370
"SEMA, Incorporation and Drexel University; California State University, Sacramento, USA; California State University, Sacramento, USA",1371
"Software Engineering Laboratory-Department of Computer Science EPFL-DI-LGL, Swiss Federal Institute of Technology, Lausanne, Switzerland",1372
"Computer Science Department, University of Northern Iowa, Cedar Falls, IA, USA; Department of Computer Science, University of Minnesota, Minneapolis, MN, USA",1373
"Department of Computer Science and Information Engineering, National Chiao Tung University, Hsinchu, Taiwan; Department of Computer Science and Information Engineering, National Chiao Tung University, Hsinchu, Taiwan",1374
"Department of Systems and Informatics, Faculty of Engineering, University of Florence, Florence, Italy; CQ-Ware, Centro per la Qualitá del Software, Florence, Italy; Department of Systems and Informatics, Faculty of Engineering, University of Florence, Florence, Italy; CQ-Ware, Centro per la Qualitá del Software, Florence, Italy",1375
"Alford Enterprises, USA",1376
"paluno-The Ruhr Institute for Software Technology, University of Duisburg-Essen, 45127, Essen, Germany",1377
"Department of Computer Science, University of Brasília (UnB), P.O. Box 4466, Brasília, DF, CEP 70910-900, Brazil",1378
"School of Computer Science, University of Technology Sydney, Sydney, Australia",1379
"School of Industrial Engineering and Management, Shenkar College of Engineering, Design and Art, Ramat Gan, Israel",1380
"Universidade Federal de Pernambuco (UFPE), Recife, PE, Brazil",1381
"División de Estudios de Posgrado, Universidad Tecnológica de La Mixteca, Huajuapan de León, Mexico",1382
"SE Division, CSE, Chalmers, University of Gothenburg, Gothenburg, Sweden",1383
"Faculty of Engineering, University Autonomous of Guerrero, Chilpancingo, Mexico",1384
"Faculty of Computing, Riphah International University, Lahore, Pakistan",1385
"Software and Service Engineering Group (GESSI), Universitat Politècnica de Catalunya (UPC), Jordi Girona Num.1–3, Omega Building, Room 122, Barcelona, Catalonia, Spain",1386
"Valencian Research Institute for Artificial Intelligence, Universitat Politècnica de València, Camino de Vera s/n, 46022, Valencia, Spain",1387
"Microsoft, Redmond, WA, USA",1388
"Johannes Kepler University Linz, Linz, Austria",1389
"Blekinge Institute of Technology Valhallavägen 1, 37140, Karlskrona, Sweden",1390
"Software Engineering Group, Leibniz University Hannover, Welfengarten 1, 30167, Hannover, Lower Saxony, Germany",1391
"Universität Hamburg, Hamburg, Germany",1392
"Federal University of the State of Rio de Janeiro, Rio de Janeiro, RJ, Brazil",1393
"Zürich University of Applied Sciences, Switzerland, Technikumstrasse 9, Winterthur, 8401, Switzerland",1394
"Department of Computer Science and Engineering, Chalmers Tekniska Högskola, Hörselgången 5, 41459, Göteborg, VG, Sweden",1395
"Department of Computer Science, University of Freiburg, Freiburg, Germany",1396
"Department of Computer Science and Engineering, Chalmers and University of Gothenburg, Gothenburg
, Sweden",1397
"University of Ottawa, 800 King Edward Avenue, Ottawa, ON, K1N 6N5, Canada",1398
"Computer Science and Engineering, University of Gothenburg and Chalmers, 40530, Göteborg, Västra Götaland, Sweden",1399
"Utrecht University, Utrecht, The Netherlands",1400
"Software Engineering Department, Blekinge Institute of Technology, Karlskrona, Sweden",1401
"Departamento de Computação, Universidade Federal de São Carlos (UFSCar), SP, São Carlos, Brazil",1402
"Delta Informatica SpA, Trento, Italy",1403
"Institute for Software Research, Carnegie Mellon University, Pittsburgh, PA, USA",1404
"RISE Research Institutes of Sweden, Västerås, Sweden",1405
"Blekinge Institute of Technology, Karlskrona, Sweden",1406
"NOVA-LINCS/Computer Science Department, School of Science and Technology, NOVA University of Lisbon, 2829-516, Caparica, Portugal",1407
"University of Cincinnati, Cincinnati, OH, USA",1408
"Software Engineering Group, Leibniz University Hannover, Hannover, Germany",1409
"Royal Netherlands Marechaussee, The Hague, The Netherlands",1410
"Computer Science Department, University of Brasília (UnB), P.O. Box 4466, Brasília, DF, Brazil",1411
"Institute of Information Science and Technologies (ISTI), National Research Council (CNR), Via G. Moruzzi 1, 56126, Pisa, Italy",1412
"University of Hamburg, Hamburg, Germany",1413
"Computer Science Department (DC), Group of Computer Networks, Software Engineering and Systems (GREat), Federal University of Ceará, Fortaleza, Brazil",1414
"Laboratory for Internet Software Technologies, Institute of Software, Chinese Academy of Sciences, Beijing, China",1415
"Department of Computer Science, University of Bristol, Bristol, UK",1416
"University of Auckland, Auckland, New Zealand",1417
"Institute of Software Engineering, University of Stuttgart, Stuttgart, Germany",1418
"Ben Gurion University of the Negev, Beer-Sheva, Israel",1419
"Campus Quixadá, Universidade Federal do Ceará, CE, Quixadá, Brazil",1420
"Northern Illinois University, DeKalb, IL, 60115, USA",1421
"RISE Research Institutes of Sweden AB, Gothenburg, Sweden",1422
"Department of Information and Computer Science, King Fahd University of Petroleum and Minerals, Dhahran, 31261, Kingdom of Saudi Arabia",1423
"SVIT Research Group, Universidad San Jorge, Zaragoza, Spain",1424
"Department of Computer Science, Friedrich-Alexander-University Erlangen Nürnberg, Martensstr. 3,  91058, Erlangen, Germany",1425
"Polytechnic School - University of São Paulo, Av. Prof. Luciano Gualberto, 1380, São Paulo, 05508-010, Brazil",1426
"Department of Informatics, Modeling, Electronics and Systems Engineering (DIMES), University of Calabria, via Ponte P. Bucci 41C, 87036, Rende, Italy",1427
"University of Dar es Salaam, Dar es Salaam, Tanzania",1428
"ISITCom, MARS Research Lab, University of Sousse, Route G.P.1, 4011, Hammam Sousse, Tunisia",1429
"Federal University of Amazonas (UFAM), Manaus, AM, Brazil",1430
"Northumbria University, Newcastle-upon-Tyne, UK",1431
"George Washington University, Washington, DC, 20052, USA",1432
"The George Washington University, Washington, DC, USA",1433
"Smith College, Northampton, MA, USA",1434
"Beijing University of Technology, PingLeYuan 100, Chaoyang District, Beijing, China",1435
"King Fahd University of Petroleum and Minerals, Dhahran, 31261, Kingdom of Saudi Arabia",1436
"University of Duisburg-Essen, Essen, Germany",1437
"Software and Service Engineering Group (GESSI), Universitat Politècnica de Catalunya (UPC), Barcelona, Catalonia, Spain",1438
"Department of Computer Science, University of Toronto, Toronto, ON, Canada",1439
"Deparment of Informatics, The Agrifood Campus of International Excellence (ceiA3), University of Almería, Almería, Spain",1440
"LIM Laboratory-Advanced Smart Systems, Department of Computer Science, Faculty of Sciences and Techniques of Mohammedia, University Hassan 2, Casablanca, Morocco",1441
"Laboratory for Internet Software Technologies, Institute of Software Chinese Academy of Sciences, Beijing, China",1442
"BRE Institute of Sustainable Engineering, 52 The Parade, Cardiff, CF24 3AA, UK",1443
"Department of Informatics and Telecommunications, National and Kapodistrian University of Athens University Campus, 15784, Ilisia, Athens, Greece",1444
"INRAE, UR TSCF, Université Clermont, 9 Av. B. Pascal, 63178, Aubiere, France",1445
"University of North Texas, 3940 North Elm Street, Denton, TX, 76207, USA",1446
"Department of Informatics and Telematics, Harokopio University, Kallithea, Greece",1447
"University of East Anglia, Norwich Research Park, Norwich, NR4 7TJ, UK",1448
"Department of Electrical, Computer, and Software Engineering, University of Auckland, 5 Grafton Road, Auckland, 1010, New Zealand",1449
"Software Engineering Group, Leibniz University Hannover, Welfengarten 1, 30167, Hannover, Germany",1450
"Pontifical Catholic University of Rio de Janeiro, Rio de Janeiro, Brazil",1451
"La Salle, Ramon Llull University, Barcelona, Spain",1452
"ISTI-CNR: Istituto di Scienza e Tecnologie dell’Informazione “A. Faedo”, Consiglio Nazionale delle Ricerche Area della Ricerca di Pisa, Via Giuseppe Moruzzi, 1, 56127, Pisa, PI, Italy",1453
"University of Victoria, Victoria, Canada",1454
"Computer and Information Sciences Department, St. Ambrose University, 518 Locust St., Davenport, IA, 52803, USA",1455
"School of Science, RMIT University, Melbourne, Australia",1456
"Slippery Rock University, Slippery Rock, PA, 16057, USA",1457
"Telfer School of Management, University of Ottawa, 55 Ave. Laurier E, Ottawa, ON, K1N 6N5, Canada",1458
"Department of Science and Technology, Federal University of São Paulo (UNIFESP), São José dos Campos, SP, Brazil",1459
"Department of Computer Engineering, Babol Branch, Islamic Azad University, Babol, Iran",1460
"University of Toronto, Toronto, Canada",1461
"Department of Informatics, University of Zurich, Binzmühlestrasse 14, 8050, Zurich, Switzerland",1462
"Leyton UK, London, UK",1463
"School of Software, Northeastern University, Shenyang, 110819, China",1464
"University of Pretoria, Room 3-22, Engineering Building II, Pretoria, South Africa",1465
"School of Computing and Communications, The Open University, Walton Hall, Milton Keynes, UK",1466
"Department of Information Systems, University of Haifa, Haifa, Israel",1467
"Lund University, Box 118, SE-221 00, Lund, Sweden",1468
"School of EECS, University of Ottawa, 800 King Edward, Ottawa, ON, K1N 6N5, Canada",1469
"Chalmers University of Technology, Gothenburg, Sweden",1470
"School of Computing and Communications, Lancaster University, Lancashire, UK",1471
"Department of Computer Engineering, Abadan Branch, Islamic Azad University, Abadan, Iran",1472
"Department of Engineering and Management, Ruppin Academic Center, 40250, Emek Hefer, Israel",1473
"Institute of Advanced Technology, National Engineering Research Center of Digital Life, Sun Yat-sen University, Guangzhou, China",1474
"Finotek Co., Ltd., Seoul, Republic of Korea",1475
"School of Industrial Engineering and Management, Shenkar, College of Engineering, Design and Art, Ramat Gan, Israel",1476
"University of Ottawa
, Ottawa, Canada",1477
"Privacy Engineering and Social Informatics Laboratory, Department of Cultural Technology and Communication, University of the Aegean, 81100, University Hill, Mytilene, Greece",1478
"Department of Computer Science and Engineering, Chalmers | University of Gothenburg, 412 96, Gothenburg, Sweden",1479
"Nebraska University Center for Information Assurance, University of Nebraska at Omaha, Omaha, NE, USA",1480
"Swinburne University of Technology, Melbourne, Australia",1481
"GE Global Research, Niskayuna, NY, USA",1482
"Machine Design, Kungliga Tekniska Högskolan (KTH), Brinellvägen 83, 100 44, Stockholm, Sweden",1483
"Chalmers and the University of Gothenburg, Gothenburg, Sweden",1484
"Distek Integration Inc., Cedar Falls, IA, USA",1485
"Zhejiang Gongshang University, Hangzhou, China",1486
"Escuela Politécnica Superior, Universidad Autónoma de Madrid, Francisco Tomás y Valiente 11, 28049, Madrid, Spain",1487
"CIn, Universidade Federal de Pernambuco—UFPE, Av. Jornalista Aníbal Fernandes, s/n - Cidade Universitária (Campus Recife), Recife, PE, 50740-560, Brazil",1488
"Department of Computer Science, Friedrich-Alexander-University Erlangen Nürnberg, Martensstr. 3, 91052, Erlangen, Germany",1489
"INESC-ID, Instituto Superior Técnico, Universidade de Lisboa, Lisbon, Portugal",1490
"School of Systems and Telematics, Universidad del Azuay, Av. 24 de Mayo 7-77 y Hernán Malo, Cuenca, Azuay, Ecuador",1491
"School of Mathematics, Statistics and Computational Science, Central University of Rajasthan, Kishangarh, India",1492
"Department of Computer Engineering, Tehran University, Tehran, Tehran, Iran",1493
"Greater Manchester Academic Health Sciences Network, Manchester, UK",1494
"Department of Computer Science and Information Technology, La Trobe University, Melbourne, VIC, 3083, Australia",1495
"CTCV, Technological Center, Coimbra, Portugal",1496
"John Cook School of Business, Saint Louis University, Saint Louis, MO, 63108, USA",1497
"Johns Hopkins Applied Physics Laboratory, 11100 Johns Hopkins Road, Laurel, MD, 20723, USA",1498
"CRI, Université Panthéon Sorbonne, Paris, France",1499
"University of Kentucky, Lexington, KY, US",1500
"Software Innovation Center, NTT Corporation, Tokyo, Japan",1501
"Department of Computer Science, Technical University of Kaiserslautern, Gottlieb-Daimler-Strasse 42, Building 47, 67663, Kaiserslautern, Germany",1502
"Department of Computer Science, State University of New York at Oswego, 7060 State Route 104, Oswego, NY, 13126, USA",1503
"School of Software, Beihang University, No. 37 Xueyuan Road, Haidian District, Beijing, 100191, China",1504
"University of Trento, Trento, Italy",1505
"Information Engineering and Computer Science Department (DISI), University of Trento, Via Sommarive 14, 38123, Povo, Trento, Italy",1506
"Bournemouth University, Poole, UK",1507
"Department of Computer Engineering, Sari Branch, Islamic Azad University, Sari, Iran",1508
"Department of Computer Science and Engineering, Chalmers | University of Gothenburg, Gothenburg, Sweden",1509
"School of Computer Science and Engineering, Hail University, P.O. Box 2440, Hail, Saudi Arabia",1510
"Software Engineering Division, Chalmers | University of Gothenburg, Hörselgången 5, 41756, Gothenburg, Sweden",1511
"Lifia, Facultad de Informática, UNLP, La Plata, Argentina",1512
"Department of Computer Science and Software Engineering, International Islamic University, Islamabad, Pakistan",1513
"Department of Computer Science, College of Engineering, University of Kentucky (UK), Lexington, KY, 40506-0495, USA",1514
"Fontys Applied University, Eindhoven, The Netherlands",1515
"Department of Management Information Systems, University of Regensburg, Universitätsstraße 31, 93053, Regensburg, Germany",1516
"Software Engineering Research Lab Sweden, Blekinge Institute of Technology, 37140, Karlskrona, Sweden",1517
"Software Competence Center Hagenberg GmbH, Hagenberg, Austria",1518
"Information Systems Department, Xavier Institute of Management (XIMB), Xavier Square, Bhubaneswar, 751 013, India",1519
"Universidad Carlos III de Madrid, c/Madrid, 128, Getafe, Madrid, Spain",1520
"Intel Corporation, 2200 Mission College Boulevard, Santa Clara, CA, 95054, USA",1521
"Department Software and Systems Engineering, Universitat Politècnica de Catalunya, 08034, Barcelona, Spain",1522
"University of Zurich, Zurich, Switzerland",1523
"Department of Information and Computing Sciences, Utrecht University, Princetonplein 5, 3584 CC, Utrecht, The Netherlands",1524
"Department of Computer Science and Information Technology, La Trobe University, Melbourne, VIC, 3086, Australia",1525
"Universidad Tecnologica de la Mixteca, Huajuapan de León, Mexico",1526
"Computer Science, Loughborough University, Loughborough, Leicestershire, UK",1527
"Interdisciplinary Centre for Security, Reliability and Trust (SnT), University of Luxembourg, 4 rue Alphonse Weicker, 2721, Luxembourg, Luxembourg",1528
"Departamento de Computación, Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires, Pabellon I, Ciudad Universitaria, C1428EGA, Buenos Aires, Argentina",1529
"FFI (Norwegian Defence Research Establishment), PB. 25, 2027, Kjeller, Norway",1530
"FBK Center for Communication and Information Technology, 38123, Povo, Trento, TN, Italy",1531
"Department of Computer Science, Faculty of Exact Sciences, University of Bejaia, 06000, Bejaia, Algeria",1532
"Capgemini, Frankfurt, Germany",1533
"Faculty of Economic Sciences and Business Administration, University Babes-Bolyai of Cluj Napoca, Str. Teodor Mihali 58-60, 400591, Cluj Napoca, Romania",1534
"Department of Computer Science, Lund University, Box 118, SE-221 00, Lund, Sweden",1535
"MediaLab/Institute of Computing, UFF, Av. Gal. Milton Tavares de Souza, s/nº, São Domingos, Niterói, RJ, 24210-346, Brazil",1536
"Lero - the Irish Software Engineering Research Centre, University of Limerick, Limerick, Ireland",1537
"Blekinge Institute of Technology, SERL-Sweden, Campus Gräsvik, 371 79, Karlskrona, Sweden",1538
"Systems and Computing Department, Federal University of Campina Grande, Campina Grande, PB,  58109-900, Brazil",1539
"Departamento de Informática, Universidad de Almería, Ctra. Sacramento s/n, Edificio Científico Técnico III Matemáticas e Informática (CITE III), Planta 2, Despacho 2.19.0, 04120, Almería, Spain",1540
"School of Systems Engineering and Applied Science, George Washington University, Washington, DC, 20052, USA",1541
"Laboratoire LIG, Equipe SIGMA BP 72, 38402, Saint Martin d’Hères, France",1542
"School of Management and Governance, University of Twente, PO Box 217, 7500 AE, Enschede, The Netherlands",1543
"Faculty of Engineering and Information Technology, University of Technology, Sydney, Australia",1544
"Department of Informatics, University of Hamburg, Hamburg, Germany",1545
"Department of Information and Computing Science, Utrecht University, Princetonplein 5, 3584 CC, Utrecht, The Netherlands",1546
"Division of Computer Science and Engineering, Louisiana State University, Baton Rouge, LA, 70803, USA",1547
"CNR-ISTI, Pisa, Italy",1548
"CRI, Panthéon Sorbonne University, Paris, France",1549
"Department of Computer and Electrical Engineering and Computer Science, Florida Atlantic University, Boca Raton, FL, USA",1550
"Department of Computer Engineering, Middle East Technical University, Ankara, Turkey",1551
"College of Computer Science and Engineering, King Fahd University of Petroleum and Minerals, P.O. Box 1621, Dhahran, 31261, Kingdom of Saudi Arabia",1552
"Department of Software and IT Engineering, École de technologie supérieure, 1100, Notre-Dame Street West, Montreal, QC, H3C 1K3, Canada",1553
"Information and Computer Science Department, King Fahd University of Petroleum and Minerals, P.O. Box 5066, Dhahran, 31261, Kingdom of Saudi Arabia",1554
"School of Computer Science and Informatics, Cardiff University, Queen’s Buildings, 5 The Parade, Roath, Cardiff, Wales, CF24 3AA, UK",1555
"Department of Information Engineering and Computer Science, University of Trento, Trento, Italy",1556
"Institute for Information Systems and New Media, WU - Vienna University of Economics and Business, Welthandelsplatz 1, Building D2, 1020, Vienna, Austria",1557
"Technische Universität München, Garching, Germany",1558
"CES Laboratory, ENIS, University of Sfax, Sfax, Tunisia",1559
"Laboratory of Advanced Software SYstems (LASSY), Interdisciplinary Centre for Security, Reliability and Trust (SnT), University of Luxembourg, Luxembourg City, Luxembourg",1560
"School of Business and Economics, Loughborough University, Loughborough, LE11 3TU, UK",1561
"Department of Computer Science, University of Bath, Bath, BA2 7AY, UK",1562
"Department of Computer Science and Engineering, Chalmers | University of Gothenburg, 412 96, Göteborg, Sweden",1563
"Department of Computer Science, 226 Atanasoff Hall, Iowa State University, Ames, IA, 50011, USA",1564
"Department of Systems and Computer Engineering, Carleton University, Ottawa, ON, Canada",1565
"DePaul University, Chicago, USA",1566
"School of Computer Science, Fudan University, 825 Zhangheng Rd, Shanghai, China",1567
"Department of Computer Science and Engineering, Mississippi State University, Mississippi State, MS, 39762, USA",1568
"CITSEM, Technical University of Madrid (UPM) - Universidad Politécnica de Madrid, Ctra. Valencia Km. 7, 28031, Madrid, Spain",1569
"Mississippi State University, Mississippi State, MS, USA",1570
"King Fahd University of Petroleum and Minerals, P.O. Box 1621, Dhahran, 31261, Kingdom of Saudi Arabia",1571
"iMinds-DistriNet, KU Leuven, 3001, Leuven, Belgium",1572
"Lifia, Fac. de Informática, UNLP, Buenos Aires, Argentina",1573
"Software Project Management research team, ENSIAS, University Mohammed V Souissi, Rabat, Morocco",1574
"Blekinge Institute of Technology, 371 79, Karlskrona, Sweden",1575
"Aalto University, PO Box 9210, Espoo, Finland",1576
"Department of Information Engineering and Computer Science, University of Trento, Via Sommarive, 14, 38123, Povo, TN, Italy",1577
"Department of Computer and Systems Sciences, DSV, Stockholm University, Forum 100, 16440, Kista, Sweden",1578
"Department of Software Engineering, Afeka—Tel Aviv Academic College of Engineering, Tel Aviv, 69107, Israel",1579
"Department of Information Systems and Computation, Universitat Politècnica de València, Valencia, Spain",1580
"School of Computing and Communications, Lancaster University, Lancaster, UK",1581
"Triskell Team, INRIA, Rennes, France",1582
"Knowledge and Software Engineering Center, University Autonomous of Ciudad Juárez, Av. Del Charro 450 norte, 32310, Chihuahua, Mexico",1583
"Institute for Software Technology, University of Koblenz–Landau, Universitätsstraße 1, 56070, Koblenz, Germany",1584
"College of Computer Science and Information Technology, Guangxi Normal University, No. 15 Yu Cai Road, Guilin, 541004, Guangxi, People’s Republic of China",1585
"New York, NY, USA",1586
"DeepSE Research Group, Dipartimento di Elettronica e Informazione, Politecnico di Milano, Milan, Italy",1587
"Mississippi State University, Starkville, MS, USA",1588
"Department of Information Systems, University of Haifa, Carmel Mount., 31905, Haifa, Israel",1589
"Ryerson University, Toronto, ON, Canada",1590
